event_id,time_utc,mag,status,place,lon,lat,depth_km
usb000s4jj,2014-08-20T12:01:57.400Z,2.7,reviewed,"5 km NNW of Meridian, Oklahoma",-97.2638,35.8851,4.52
usb000s4kv,2014-08-20T12:27:40.200Z,3,reviewed,"5 km ESE of Wakita, Oklahoma",-97.8673,36.8571,5
usb000s4ke,2014-08-20T12:38:06.200Z,3,reviewed,"4 km NNW of Meridian, Oklahoma",-97.2688,35.8829,5
usb000s4kt,2014-08-20T13:52:26.600Z,2.5,reviewed,"5 km NNW of Meridian, Oklahoma",-97.2681,35.8862,4.474
usb000s4lf,2014-08-20T16:33:58.840Z,3.1,reviewed,"7 km SE of Harper, Kansas",-97.9612,37.2456,6.7
usb000s4sx,2014-08-20T22:54:00.300Z,2.8,reviewed,"8 km SW of Morrison, Oklahoma",-97.0826,36.2563,5
usb000s517,2014-08-21T05:36:00.500Z,2.6,reviewed,"3 km N of Harrah, Oklahoma",-97.1666,35.5196,5
usb000s4u9,2014-08-21T07:09:53.100Z,2.7,reviewed,"7 km SW of Morrison, Oklahoma",-97.0819,36.257,7.947
usb000s4xx,2014-08-21T07:41:38.300Z,2.8,reviewed,"12 km N of Edmond, Oklahoma",-97.4987,35.7629,4.733
usb000s52s,2014-08-21T12:51:02.400Z,2.7,reviewed,"5 km NNE of Quinlan, Oklahoma",-99.0323,36.4996,5
usb000s51n,2014-08-21T15:55:49Z,2.6,reviewed,"7 km NNE of Quinlan, Oklahoma",-99.017,36.5134,5
usb000s5dh,2014-08-22T03:01:53.500Z,2.6,reviewed,"3 km SE of Coyle, Oklahoma",-97.2019,35.9365,5
usb000s5df,2014-08-22T03:09:58.500Z,2.6,reviewed,"3 km SE of Coyle, Oklahoma",-97.2015,35.9377,5
usb000s597,2014-08-22T08:06:57.300Z,2.7,reviewed,"11 km NNE of Wakita, Oklahoma",-97.8554,36.9724,5
usb000s5ey,2014-08-22T10:22:33.600Z,2.6,reviewed,"6 km NNE of Quinlan, Oklahoma",-99.0216,36.5116,5
usb000s5e3,2014-08-22T11:22:40.800Z,2.8,reviewed,"6 km NNE of Quinlan, Oklahoma",-99.0278,36.5084,7.502
usb000s5dw,2014-08-22T14:00:49.300Z,2.7,reviewed,"7 km NE of Quinlan, Oklahoma",-98.9986,36.5105,5
usb000s5g7,2014-08-22T19:23:10.600Z,3.1,reviewed,"5 km SE of Byron, Oklahoma",-98.2553,36.8594,3.362
usb000s5n7,2014-08-23T11:06:34Z,3,reviewed,"7 km S of Guthrie, Oklahoma",-97.4358,35.8135,5.243
usb000s5ne,2014-08-23T11:22:12.800Z,3.3,reviewed,"11 km W of Jefferson, Oklahoma",-97.9197,36.7201,5
usb000s5y1,2014-08-25T00:10:05.040Z,3,reviewed,"8 km S of Spivey, Kansas",-98.1573,37.3657,7.67
usb000s65h,2014-08-25T02:12:30Z,2.7,reviewed,"6 km S of Guthrie, Oklahoma",-97.4314,35.818,4.27
usb000s65j,2014-08-25T02:13:22.500Z,2.9,reviewed,"6 km S of Guthrie, Oklahoma",-97.4331,35.8172,4.769
usb000s611,2014-08-25T13:22:41.700Z,2.8,reviewed,"6 km SE of Glencoe, Oklahoma",-96.8755,36.181,5
usb000s61h,2014-08-25T14:49:44.200Z,2.9,reviewed,"7 km WSW of Pawnee, Oklahoma",-96.8814,36.3116,4.273
usc000s7he,2014-08-25T17:42:13.700Z,2.6,reviewed,"2 km WNW of Lucien, Oklahoma",-97.4816,36.2841,5
usb000s63j,2014-08-25T21:41:07.300Z,3.3,reviewed,"6 km ESE of Orlando, Oklahoma",-97.3161,36.1175,5.084
usb000s6b5,2014-08-26T07:59:04.500Z,2.6,reviewed,"6 km ESE of Wakita, Oklahoma",-97.8645,36.8546,3.209
usb000s6au,2014-08-26T13:07:18.300Z,2.5,reviewed,Oklahoma,-97.5474,36.2141,5.254
usc000s790,2014-08-26T13:53:35.500Z,2.5,reviewed,"3 km N of Harrah, Oklahoma",-97.1614,35.521,7.584
usb000s6bc,2014-08-26T16:05:10Z,3.1,reviewed,"6 km S of Guthrie, Oklahoma",-97.4346,35.8168,5
ismpkansas70026613,2014-08-26T22:35:59.760Z,2.76,reviewed,"8 km SW of Bluff City, Kansas",-97.943,37.0245,6.14
usc000s7e8,2014-08-27T10:36:00.060Z,3,reviewed,"6 km SW of Cushing, Oklahoma",-96.8084,35.94,2.49
usc000s7k1,2014-08-27T15:11:25.110Z,2.7,reviewed,"3 km SE of Bluff City, Kansas",-97.8456,37.0577,5
usc000s7ei,2014-08-27T15:44:24.800Z,3.2,reviewed,"14 km ESE of Orlando, Oklahoma",-97.2286,36.0942,4.814
usc000s9le,2014-08-28T02:13:32.300Z,2.7,reviewed,"9 km NE of Marshall, Oklahoma",-97.5568,36.2221,5
usc000s7we,2014-08-29T03:01:27.060Z,3.1,reviewed,"2 km S of Lucien, Oklahoma",-97.4547,36.254,4.74
usc000s7z6,2014-08-29T09:52:13.500Z,3,reviewed,"9 km NE of Marshall, Oklahoma",-97.5554,36.2212,3.488
usc000s94c,2014-08-29T13:37:02.100Z,2.5,reviewed,"5 km ENE of Nash, Oklahoma",-97.9859,36.6771,6.003
usc000s837,2014-08-29T15:39:25.300Z,3.2,reviewed,"6 km S of Guthrie, Oklahoma",-97.4313,35.8189,3.61
usc000s8gg,2014-08-30T22:39:36.400Z,2.5,reviewed,"11 km ESE of Orlando, Oklahoma",-97.25,36.127,5
usc000s8f2,2014-08-31T07:20:19.800Z,3.4,reviewed,"6 km N of Hillsdale, Oklahoma",-97.9985,36.6189,5.217
usc000s8i7,2014-08-31T16:57:17Z,3.4,reviewed,"6 km N of Hillsdale, Oklahoma",-97.9865,36.625,4.917
usc000s8j3,2014-08-31T18:49:01.400Z,3.2,reviewed,Oklahoma,-97.3216,35.5881,4.861
usc000s8xe,2014-08-31T20:46:09.100Z,2.6,reviewed,"3 km NW of Cushing, Oklahoma",-96.792,36.0116,5
usc000s94b,2014-08-31T22:04:51.800Z,3.1,reviewed,"3 km NW of Jones, Oklahoma",-97.3212,35.5875,5.289
usc000s8nz,2014-09-01T11:46:49.200Z,3,reviewed,"5 km NNW of Orlando, Oklahoma",-97.4061,36.1954,3.956
usc000s8rr,2014-09-01T17:36:12.600Z,3,reviewed,"9 km WSW of Renfrow, Oklahoma",-97.7616,36.9043,5
usc000s8ry,2014-09-01T18:00:05.800Z,2.6,reviewed,"2 km E of Quay, Oklahoma",-96.6821,36.1606,4.665
usc000s8rw,2014-09-01T18:31:06.300Z,3.2,reviewed,"10 km W of Jefferson, Oklahoma",-97.9132,36.7266,5
usc000s8wx,2014-09-01T18:33:50.600Z,2.7,reviewed,"11 km W of Jefferson, Oklahoma",-97.9153,36.7215,4.112
usc000s8va,2014-09-02T04:58:06.600Z,3.3,reviewed,"11 km W of Jefferson, Oklahoma",-97.9189,36.7184,13.438
usc000s8w3,2014-09-02T08:05:10.300Z,3.4,reviewed,"2 km WNW of Aline, Oklahoma",-98.4726,36.5191,4.12
ismpkansas70028338,2014-09-02T20:53:04.700Z,2.61,reviewed,"3 km NW of Freeport, Kansas",-97.8776667,37.2233333,3.76
usc000s94v,2014-09-02T20:55:15.200Z,2.7,reviewed,"8 km SSE of Calumet, Oklahoma",-98.0839,35.5317,5
usc000s9jz,2014-09-03T12:56:37.400Z,2.8,reviewed,"7 km WNW of Quay, Oklahoma",-96.7892,36.1785,6.832
usc000s9nh,2014-09-03T17:14:53.900Z,2.7,reviewed,"9 km WSW of Renfrow, Oklahoma",-97.7594,36.903,5
usc000s9yd,2014-09-04T11:41:20.400Z,3.4,reviewed,"5 km ENE of Hunter, Oklahoma",-97.6055,36.5792,5
usb000s9bl,2014-09-04T23:02:42.200Z,3,reviewed,"5 km NNW of Orlando, Oklahoma",-97.4039,36.1973,3.702
usb000s9bw,2014-09-04T23:32:05.600Z,3.3,reviewed,"6 km NW of Orlando, Oklahoma",-97.4191,36.1983,5
usb000s9gs,2014-09-05T02:26:23.300Z,2.6,reviewed,"5 km NNW of Orlando, Oklahoma",-97.4058,36.1965,5
usb000s9gm,2014-09-05T08:54:50.700Z,2.5,reviewed,"8 km NW of Hunter, Oklahoma",-97.7147,36.6264,5.162
usb000s9k9,2014-09-05T18:02:34.900Z,2.5,reviewed,"9 km WSW of Renfrow, Oklahoma",-97.7583,36.9014,5
usb000s9mg,2014-09-05T20:57:52.100Z,2.6,reviewed,"6 km E of Pond Creek, Oklahoma",-97.7265,36.6771,5.244
usb000s9sg,2014-09-05T21:30:28.300Z,2.7,reviewed,"1 km NNE of Pawnee, Oklahoma",-96.7958,36.3481,5
usb000s9u7,2014-09-06T01:52:48.600Z,2.9,reviewed,"4 km NNE of Kremlin, Oklahoma",-97.8148,36.5865,5.704
usb000sar7,2014-09-06T07:45:27.700Z,2.6,reviewed,"7 km SW of Pawnee, Oklahoma",-96.8643,36.2869,6.849
ismpkansas70029818,2014-09-06T15:12:57.370Z,2.55,reviewed,"5 km SSW of Anthony, Kansas",-98.046,37.1088333,5.68
usb000satl,2014-09-06T15:47:57Z,2.8,reviewed,"6 km WNW of Helena, Oklahoma",-98.3432,36.563,4.717
usb000sa0k,2014-09-06T18:53:59.100Z,3.4,reviewed,"8 km NNW of Hunter, Oklahoma",-97.7,36.6357,5
usb000sbdu,2014-09-06T21:32:05.400Z,2.5,reviewed,"8 km NNW of Hunter, Oklahoma",-97.6973,36.6334,5
usb000sbfv,2014-09-07T10:40:48.200Z,2.7,reviewed,"8 km NNW of Hunter, Oklahoma",-97.7032,36.6296,4.905
usb000sa5r,2014-09-07T11:51:32.700Z,2.7,reviewed,"1 km NE of Medford, Oklahoma",-97.7186,36.8188,4.719
usb000sa6r,2014-09-07T16:31:49.200Z,2.8,reviewed,"8 km NNW of Hunter, Oklahoma",-97.6969,36.6325,5.04
usb000sa72,2014-09-07T18:15:32.100Z,2.6,reviewed,"3 km NE of Aline, Oklahoma",-98.4237,36.529,5.593
usb000sa8r,2014-09-08T01:52:57.600Z,3.1,reviewed,"2 km NE of Medford, Oklahoma",-97.7158,36.82,4.742
usb000sab9,2014-09-08T12:56:52.900Z,3.4,reviewed,"3 km E of Milan, Kansas",-97.6346,37.2625,5
usb000sacr,2014-09-08T15:23:30.570Z,3.2,reviewed,"7 km NW of Mayfield, Kansas",-97.6059,37.305,5.4
usb000saei,2014-09-08T16:21:34Z,3.9,reviewed,"1 km NE of Medford, Oklahoma",-97.7216,36.821,5
usb000sag6,2014-09-08T18:04:22.500Z,3.6,reviewed,"1 km NE of Medford, Oklahoma",-97.7236,36.8141,3.021
usb000saim,2014-09-08T20:16:30.200Z,2.7,reviewed,"3 km NE of Morrison, Oklahoma",-96.9769,36.3188,4.579
usb000saj5,2014-09-08T20:39:35.700Z,2.7,reviewed,"3 km NE of Morrison, Oklahoma",-96.9768,36.3169,5
usb000saj4,2014-09-08T21:02:14.900Z,3.5,reviewed,"4 km SE of Wakita, Oklahoma",-97.8867,36.8539,6.175
usb000samj,2014-09-09T09:06:46.500Z,3.4,reviewed,"6 km NNW of Orlando, Oklahoma",-97.4119,36.1976,5
usb000san8,2014-09-09T10:06:44.100Z,3,reviewed,"7 km N of Orlando, Oklahoma",-97.3944,36.217,11.684
usb000saqx,2014-09-09T13:37:45.400Z,2.6,reviewed,"6 km E of Pond Creek, Oklahoma",-97.7243,36.6786,5
usb000saua,2014-09-09T19:49:28Z,3,reviewed,"6 km SW of Glencoe, Oklahoma",-96.9684,36.1783,5.993
usb000sb2p,2014-09-09T23:55:11.200Z,2.8,reviewed,"3 km NE of Wakita, Oklahoma",-97.8896,36.9024,5.297
usb000sax7,2014-09-10T00:11:42.700Z,3.3,reviewed,"12 km WNW of Renfrow, Oklahoma",-97.7852,36.9682,7.509
usb000say2,2014-09-10T02:27:00.900Z,2.8,reviewed,"12 km WNW of Renfrow, Oklahoma",-97.7864,36.9697,8.237
usb000sayj,2014-09-10T04:04:01Z,2.6,reviewed,"12 km SE of Cedar Valley, Oklahoma",-97.4845,35.7736,4.734
usb000sb3h,2014-09-10T06:14:03.500Z,2.8,reviewed,"7 km N of Orlando, Oklahoma",-97.3939,36.2169,4.958
usb000sb2a,2014-09-10T12:55:13.200Z,2.6,reviewed,"1 km NE of Medford, Oklahoma",-97.7207,36.8204,3.969
usb000sb6a,2014-09-10T17:18:24.500Z,2.5,reviewed,"1 km NE of Medford, Oklahoma",-97.7194,36.8208,3.629
usb000sb7d,2014-09-10T20:34:40.500Z,2.7,reviewed,"12 km WNW of Renfrow, Oklahoma",-97.7881,36.9637,9.41
usb000sbag,2014-09-11T06:58:36.200Z,2.5,reviewed,"4 km SSE of Glencoe, Oklahoma",-96.9045,36.1895,7.772
usb000sbar,2014-09-11T07:53:21.800Z,2.6,reviewed,"12 km WNW of Renfrow, Oklahoma",-97.7925,36.9658,9.111
usb000sbaw,2014-09-11T08:21:58.780Z,2.8,reviewed,"2 km E of Irving, Texas",-96.9178,32.8153,5
usb000sbe6,2014-09-11T15:55:50.500Z,2.6,reviewed,"12 km WNW of Renfrow, Oklahoma",-97.7802,36.9681,7.328
usb000sblz,2014-09-12T07:05:30.900Z,2.5,reviewed,"5 km NNE of Quinlan, Oklahoma",-99.0133,36.5,5
usb000sbsb,2014-09-12T14:41:55.900Z,3.7,reviewed,"10 km ENE of Orlando, Oklahoma",-97.2705,36.1839,3.746
usb000sbw9,2014-09-12T18:28:58.100Z,2.5,reviewed,"9 km WNW of Langston, Oklahoma",-97.3587,35.9651,4.63
usb000sbz2,2014-09-12T21:25:45.600Z,2.6,reviewed,"5 km ESE of Wakita, Oklahoma",-97.8712,36.8611,4.491
usb000sc1x,2014-09-12T23:03:46.430Z,2.5,reviewed,"2 km W of Arlington, Texas",-97.1299,32.7335,5
usb000scp1,2014-09-12T23:16:35.300Z,2.5,reviewed,"2 km SSW of Morrison, Oklahoma",-97.0249,36.2751,7.994
usb000scpk,2014-09-13T07:02:05.700Z,2.5,reviewed,"10 km WSW of Lamont, Oklahoma",-97.6706,36.6674,5
usb000sc2l,2014-09-13T08:22:30.600Z,3.4,reviewed,"7 km NNW of Hunter, Oklahoma",-97.6933,36.6233,4.68
usb000sc4i,2014-09-13T16:58:10.100Z,3.2,reviewed,"9 km SSE of Covington, Oklahoma",-97.5547,36.2223,3.186
usb000sc5q,2014-09-13T20:01:07.600Z,3,reviewed,"6 km NNW of Orlando, Oklahoma",-97.4148,36.1963,5
usb000sc7w,2014-09-14T03:52:46.700Z,2.8,reviewed,"10 km ENE of Orlando, Oklahoma",-97.2636,36.1777,3.044
usb000sc7q,2014-09-14T04:10:05.100Z,3.3,reviewed,"10 km ENE of Orlando, Oklahoma",-97.2678,36.1785,5.267
usb000sc9j,2014-09-14T09:18:59.920Z,3.2,reviewed,"23 km NNE of Snyder, Texas",-100.8184,32.9083,3.09
usb000sc9y,2014-09-14T12:01:02.500Z,3.5,reviewed,"7 km N of Hillsdale, Oklahoma",-97.9818,36.6289,5
usb000scct,2014-09-14T18:15:52.800Z,2.8,reviewed,"7 km NE of Lake Aluma, Oklahoma",-97.3947,35.591,7.634
usb000sccr,2014-09-14T18:31:11.500Z,2.7,reviewed,"7 km S of Guthrie, Oklahoma",-97.4161,35.8157,5
usb000scdd,2014-09-15T00:11:16.500Z,3.1,reviewed,"6 km S of Guthrie, Oklahoma",-97.4177,35.8164,4.324
usb000scn8,2014-09-15T02:50:16.100Z,2.6,reviewed,"5 km SE of Wakita, Oklahoma",-97.8781,36.8442,5.07
usb000scgc,2014-09-15T09:21:22.400Z,3.1,reviewed,"8 km SSE of Byron, Oklahoma",-98.2455,36.8405,3.551
usb000scm1,2014-09-15T12:09:28.500Z,2.5,reviewed,"5 km ESE of Covington, Oklahoma",-97.5269,36.2954,6.404
usb000scib,2014-09-15T13:27:40.100Z,3.1,reviewed,"7 km ESE of Nash, Oklahoma",-97.9813,36.6337,4.009
usb000scmy,2014-09-15T15:34:54.100Z,2.5,reviewed,"9 km E of Marland, Oklahoma",-97.0497,36.5526,7.112
usb000scp6,2014-09-15T20:08:03.300Z,3.9,reviewed,"7 km S of Guthrie, Oklahoma",-97.4275,35.8141,4.82
usb000scq8,2014-09-15T20:14:12.500Z,3.2,reviewed,"6 km S of Guthrie, Oklahoma",-97.4257,35.8203,4.966
usb000sd2b,2014-09-15T20:29:27.800Z,2.6,reviewed,"6 km S of Guthrie, Oklahoma",-97.4289,35.8209,4.899
usb000scri,2014-09-15T21:00:14.100Z,2.7,reviewed,"6 km S of Guthrie, Oklahoma",-97.4275,35.821,4.722
usb000scts,2014-09-15T23:20:41.510Z,2.8,reviewed,"18 km SSE of Boys Ranch, Texas",-102.1701,35.3786,5
usb000scvx,2014-09-16T06:16:30.400Z,3,reviewed,"6 km S of Guthrie, Oklahoma",-97.4227,35.8204,4.452
usb000sdcf,2014-09-16T08:18:07.600Z,2.6,reviewed,"2 km NE of Medford, Oklahoma",-97.7142,36.82,4.505
usb000scze,2014-09-16T13:38:12.600Z,2.5,reviewed,"5 km SSE of Glencoe, Oklahoma",-96.91,36.184,6.954
usb000scz7,2014-09-16T13:49:15.800Z,2.8,reviewed,"8 km W of Quay, Oklahoma",-96.8053,36.1462,7.322
usb000scz9,2014-09-16T14:31:32.400Z,2.5,reviewed,"8 km W of Quay, Oklahoma",-96.8075,36.1444,7.401
usb000sd5y,2014-09-16T19:21:06.300Z,2.6,reviewed,"5 km E of Nescatunga, Oklahoma",-98.0866,36.7524,5
usb000sd8r,2014-09-16T22:35:03.900Z,3.2,reviewed,"2 km NE of Medford, Oklahoma",-97.715,36.8204,4.238
usb000sdbj,2014-09-17T04:07:48.400Z,2.6,reviewed,"6 km NNW of Orlando, Oklahoma",-97.415,36.2015,5.559
usb000sdm2,2014-09-17T09:59:39Z,2.5,reviewed,"6 km S of Guthrie, Oklahoma",-97.4201,35.8166,4.194
usb000sdfg,2014-09-17T11:09:05.200Z,3.2,reviewed,"5 km SE of Wakita, Oklahoma",-97.8781,36.846,5.581
usb000sdfp,2014-09-17T11:58:26.100Z,3,reviewed,"8 km W of Quay, Oklahoma",-96.8049,36.1479,7.234
usb000sdft,2014-09-17T12:02:55.100Z,3.2,reviewed,"8 km W of Quay, Oklahoma",-96.8081,36.1468,7.48
usb000sdg8,2014-09-17T12:09:51.600Z,2.6,reviewed,"8 km WSW of Quay, Oklahoma",-96.8052,36.1379,7.267
usb000sdgi,2014-09-17T13:21:54.600Z,3.3,reviewed,"10 km ENE of Orlando, Oklahoma",-97.2639,36.1783,3.334
usb000sdka,2014-09-17T16:33:23.400Z,2.5,reviewed,"6 km SSW of Guthrie, Oklahoma",-97.4424,35.8181,5.084
usb000sdlr,2014-09-17T18:28:31.600Z,2.7,reviewed,"10 km ENE of Orlando, Oklahoma",-97.2669,36.1808,5
usb000sdmc,2014-09-17T19:05:15.800Z,2.7,reviewed,"5 km E of Nescatunga, Oklahoma",-98.091,36.7548,4.712
usb000sdna,2014-09-17T19:57:25.200Z,2.5,reviewed,"10 km ENE of Orlando, Oklahoma",-97.2625,36.1764,3.778
usb000sdpa,2014-09-17T21:01:16Z,2.8,reviewed,"6 km WSW of Aline, Oklahoma",-98.5116,36.4832,4.619
usb000sdw7,2014-09-18T07:12:40.400Z,3.8,reviewed,"10 km ENE of Orlando, Oklahoma",-97.2693,36.1813,5.214
usb000sdxp,2014-09-18T10:28:48.400Z,2.9,reviewed,"8 km WNW of Jefferson, Oklahoma",-97.8839,36.7383,5.115
usb000sdyx,2014-09-18T13:22:25.200Z,2.7,reviewed,"5 km SE of Wakita, Oklahoma",-97.8798,36.8451,5.471
usb000se35,2014-09-18T19:52:32Z,3.2,reviewed,"3 km ESE of Perry, Oklahoma",-97.2529,36.2725,3.288
usb000se5a,2014-09-19T00:08:03.200Z,3,reviewed,"6 km S of Guthrie, Oklahoma",-97.4225,35.818,4.488
usb000se5p,2014-09-19T01:31:53.500Z,3.8,reviewed,"6 km NE of Hunter, Oklahoma",-97.6131,36.6028,4.564
usb000se9h,2014-09-19T01:34:34.600Z,3.3,reviewed,"6 km NE of Hunter, Oklahoma",-97.6084,36.6022,5.26
usb000se68,2014-09-19T03:11:44.400Z,2.7,reviewed,"5 km E of Nescatunga, Oklahoma",-98.0885,36.7537,5
usb000sebm,2014-09-19T04:21:06.800Z,2.5,reviewed,"6 km S of Guthrie, Oklahoma",-97.4233,35.8174,4.048
usb000se6j,2014-09-19T05:08:02.900Z,3.3,reviewed,"11 km ENE of Orlando, Oklahoma",-97.2593,36.1779,5
usb000se6l,2014-09-19T06:13:42.600Z,2.8,reviewed,"3 km SSE of Jones, Oklahoma",-97.2645,35.5376,5.312
usb000se7f,2014-09-19T10:55:21Z,3,reviewed,"2 km NE of Medford, Oklahoma",-97.7187,36.8209,4.408
usb000secv,2014-09-19T12:03:42.800Z,2.7,reviewed,"1 km NNE of Medford, Oklahoma",-97.723,36.8219,4.156
usb000se7v,2014-09-19T12:46:51.500Z,2.7,reviewed,"8 km WNW of Jefferson, Oklahoma",-97.8794,36.7384,4.242
usb000sech,2014-09-19T16:01:16.700Z,2.7,reviewed,"2 km ENE of Medford, Oklahoma",-97.7123,36.8182,3.787
usb000se9n,2014-09-19T17:23:17.800Z,3.6,reviewed,"6 km S of Guthrie, Oklahoma",-97.4199,35.8185,4.281
usb000sedy,2014-09-19T21:47:24.900Z,2.7,reviewed,"4 km SW of Wellston, Oklahoma",-97.1011,35.6695,5.212
usb000seg1,2014-09-20T07:10:18.800Z,3,reviewed,"1 km NNE of Medford, Oklahoma",-97.7235,36.822,3.693
usb000sejp,2014-09-20T08:44:22.600Z,2.7,reviewed,"5 km WNW of Quay, Oklahoma",-96.7669,36.1867,6.436
usb000sejm,2014-09-20T19:15:09Z,2.8,reviewed,"6 km S of Guthrie, Oklahoma",-97.4204,35.8203,4.269
usb000semh,2014-09-21T00:34:39.200Z,2.6,reviewed,"4 km SSE of Covington, Oklahoma",-97.5654,36.2715,5
usb000semi,2014-09-21T00:36:12.100Z,3.1,reviewed,"6 km S of Guthrie, Oklahoma",-97.4231,35.8207,4.772
usb000sexi,2014-09-21T22:08:36.300Z,2.8,reviewed,"5 km E of Stillwater, Oklahoma",-97.0014,36.1138,5.711
usb000sex1,2014-09-22T00:13:08.100Z,2.7,reviewed,"7 km S of Guthrie, Oklahoma",-97.414,35.8131,4.58
usb000sevi,2014-09-22T03:40:35.500Z,2.5,reviewed,"11 km ENE of Orlando, Oklahoma",-97.2583,36.1777,4.287
usb000sf0t,2014-09-22T19:28:34.700Z,3.6,reviewed,"5 km WNW of Foster, Oklahoma",-97.5457,34.6292,5
usb000sf24,2014-09-22T19:58:46.200Z,2.7,reviewed,"10 km NNE of Morrison, Oklahoma",-96.9441,36.3788,7.399
usb000sf5e,2014-09-23T03:45:49.700Z,2.8,reviewed,"9 km SW of Wakita, Oklahoma",-97.9879,36.8161,5.421
usb000sf68,2014-09-23T07:58:02.800Z,3.3,reviewed,"6 km SW of Boley, Oklahoma",-96.5259,35.4467,3.893
usb000sf7r,2014-09-23T10:34:00.900Z,3,reviewed,"6 km S of Guthrie, Oklahoma",-97.4203,35.8184,5
usb000sf8f,2014-09-23T13:37:10.900Z,3,reviewed,"6 km W of Foster, Oklahoma",-97.556,34.6213,5
usb000sf95,2014-09-23T14:27:23.200Z,2.5,reviewed,"7 km NNE of Helena, Oklahoma",-98.2475,36.6112,4.734
usb000sf9c,2014-09-23T15:07:43.500Z,2.5,reviewed,"6 km S of Guthrie, Oklahoma",-97.4237,35.8166,4.192
usb000sfkd,2014-09-24T02:40:35Z,2.7,reviewed,"2 km NE of Medford, Oklahoma",-97.7201,36.8215,3.529
usb000sfg0,2014-09-24T05:49:33.700Z,3.5,reviewed,"5 km WNW of Skedee, Oklahoma",-96.7616,36.4035,5.417
usb000sfkb,2014-09-24T08:33:36.300Z,2.5,reviewed,"5 km E of Stillwater, Oklahoma",-96.9948,36.1125,6.328
usb000sfk8,2014-09-24T13:35:43Z,2.5,reviewed,"4 km SE of Velma, Oklahoma",-97.6401,34.4355,5
usb000sh0f,2014-09-25T05:08:25Z,2.7,reviewed,"5 km NNW of Guthrie, Oklahoma",-97.4381,35.9279,5
usb000sft7,2014-09-25T06:46:24.570Z,2.7,reviewed,"2 km SE of Anthony, Kansas",-98.0125,37.1333,5
usb000sfui,2014-09-25T10:56:50.800Z,2.7,reviewed,"0 km WNW of Lamar, Oklahoma",-96.1374,35.1033,5
usb000sh19,2014-09-25T19:24:43.600Z,2.6,reviewed,"10 km W of Mulhall, Oklahoma",-97.52,36.0591,4.067
usb000sg0f,2014-09-25T20:12:36.100Z,2.7,reviewed,"9 km SW of Wakita, Oklahoma",-97.9889,36.8157,5
usb000siaw,2014-09-25T21:04:55.250Z,2.6,reviewed,"2 km ENE of Anthony, Kansas",-98.0086,37.158,5.45
usb000sg1y,2014-09-25T22:43:17.900Z,2.6,reviewed,"0 km WNW of Lamar, Oklahoma",-96.1347,35.1011,0.276
usb000sh2d,2014-09-26T01:56:05Z,2.6,reviewed,"4 km WSW of Guthrie, Oklahoma",-97.4727,35.8605,5.408
usb000sh3p,2014-09-26T12:19:22.800Z,2.9,reviewed,"3 km ENE of Morrison, Oklahoma",-96.9673,36.309,6.842
usb000sgaj,2014-09-26T13:27:38.500Z,3.2,reviewed,"3 km ENE of Morrison, Oklahoma",-96.9742,36.3028,5
usb000sgmy,2014-09-27T01:41:56.700Z,2.7,reviewed,"13 km ESE of Red Rock, Oklahoma",-97.0396,36.4233,4.214
usb000sgq6,2014-09-27T12:14:49.100Z,3.4,reviewed,"6 km S of Guthrie, Oklahoma",-97.4318,35.82,5
usb000sgqh,2014-09-27T12:29:20.100Z,3.1,reviewed,"5 km S of Guthrie, Oklahoma",-97.4327,35.8264,4.442
usb000sgsz,2014-09-28T02:26:03Z,3.2,reviewed,"7 km SSE of Red Rock, Oklahoma",-97.152,36.3908,5
usb000sgva,2014-09-28T10:40:37.300Z,2.7,reviewed,"7 km SSE of Red Rock, Oklahoma",-97.1557,36.3904,5
usb000sh4v,2014-09-28T13:31:18.200Z,2.6,reviewed,"4 km SSE of Covington, Oklahoma",-97.5598,36.2686,2.723
usb000sh0a,2014-09-28T19:59:25Z,2.9,reviewed,"7 km S of Guthrie, Oklahoma",-97.4167,35.816,5.365
usb000sh0j,2014-09-29T14:43:39.500Z,3.1,reviewed,"13 km N of Coyle, Oklahoma",-97.23,36.0776,3.999
usb000sh5y,2014-09-29T20:05:16.700Z,2.5,reviewed,"4 km ENE of Crescent, Oklahoma",-97.5512,35.974,5.094
usb000sh67,2014-09-29T21:10:00.400Z,2.6,reviewed,"2 km NE of Medford, Oklahoma",-97.7131,36.8194,3.916
usb000sh86,2014-09-30T03:01:25.900Z,4,reviewed,"9 km SSE of Covington, Oklahoma",-97.5535,36.2237,2.2
usb000sh8d,2014-09-30T03:18:05.800Z,2.6,reviewed,"9 km NE of Marshall, Oklahoma",-97.5564,36.2223,3.594
usb000shc2,2014-09-30T04:35:59.200Z,2.7,reviewed,Oklahoma,-97.5602,36.2241,5
usb000sh8p,2014-09-30T05:35:36.800Z,3,reviewed,"10 km NE of Marshall, Oklahoma",-97.5363,36.2093,5
usb000sh8u,2014-09-30T05:58:46.300Z,2.9,reviewed,"9 km NE of Marshall, Oklahoma",-97.5403,36.2117,3.286
usb000sh8v,2014-09-30T06:06:01.100Z,3.2,reviewed,"9 km SW of Lucien, Oklahoma",-97.5356,36.2142,3.953
usb000sh93,2014-09-30T06:21:59.800Z,3,reviewed,"12 km ENE of Orlando, Oklahoma",-97.2471,36.1727,4.141
usb000sibj,2014-09-30T11:18:34.930Z,2.9,reviewed,"2 km NW of Anthony, Kansas",-98.0542,37.1695,7.92
