event_id,time_utc,mag,status,place,lon,lat,depth_km,cell_id,Z,x_m,y_m,is_post,t_sec_pre0,t_sec_post0
us10001rg9,2015-03-28T11:08:53.700Z,3.4,reviewed,"7 km NNE of Quinlan, Oklahoma",-99.0166,36.5153,8.74,1263,1,-267623.958363572,1500700.40090933,1,39006533.7,904133.700000048
us10001rge,2015-03-28T11:23:09Z,3.1,reviewed,"6 km NNE of Quinlan, Oklahoma",-99.025,36.506,7.081,1263,1,-268402.086180594,1499682.82492846,1,39007389,904989
us10001s54,2015-03-28T13:41:12.500Z,2.6,reviewed,"5 km NW of Orlando, Oklahoma",-97.4252,36.1837,6.326,1184,1,-127013.082693661,1460262.58136648,1,39015672.5,913272.5
us10001ri7,2015-03-28T16:10:50.600Z,2.6,reviewed,"5 km W of Lucien, Oklahoma",-97.5105,36.2786,6.038,1227,1,-134445.418977334,1471007.54810763,1,39024650.5999999,922250.599999905
us10001rkq,2015-03-28T19:59:36.400Z,2.9,reviewed,"4 km NW of Hunter, Oklahoma",-97.6962,36.5976,6.677,1312,1,-150334.655837155,1507013.70841541,1,39038376.4000001,935976.400000095
us10001rlh,2015-03-28T21:25:46.100Z,2.9,reviewed,"5 km W of Pond Creek, Oklahoma",-97.8633,36.6601,6.316,1312,1,-165005.686828065,1514291.48231517,1,39043546.0999999,941146.099999905
us10001rlv,2015-03-28T21:40:35.800Z,2.9,reviewed,"4 km W of Lucien, Oklahoma",-97.5085,36.2779,6.034,1227,1,-134268.663953266,1470926.32728099,1,39044435.8,942035.799999952
us10001rnc,2015-03-28T23:03:13Z,2.8,reviewed,"4 km W of Lucien, Oklahoma",-97.5089,36.2782,3.618,1227,1,-134303.730700699,1470960.48960434,1,39049393,946993
us10001siq,2015-03-29T00:03:55.200Z,2.6,reviewed,"8 km NE of Quinlan, Oklahoma",-98.9887,36.5116,5,1263,1,-265162.604329559,1500207.92254887,1,39053035.2000001,950635.200000048
us10001rq2,2015-03-29T02:59:35.700Z,2.5,reviewed,"5 km NW of Orlando, Oklahoma",-97.423,36.1839,5.172,1184,1,-126816.69911179,1460282.04028128,1,39063575.7,961175.700000048
us10001si4,2015-03-29T03:30:02.700Z,2.6,reviewed,"10 km SW of Waynoka, Oklahoma",-98.9473,36.5102,0.798,1264,0,-261495.574114564,1499936.45414585,1,39065402.7,963002.700000048
us10001rqh,2015-03-29T04:48:08.500Z,2.6,reviewed,"6 km SE of Marshall, Oklahoma",-97.5675,36.1125,4.84,1184,1,-139825.206222446,1452489.32467765,1,39070088.5,967688.5
us10001rqm,2015-03-29T05:06:01.100Z,3,reviewed,"7 km SSW of Guthrie, Oklahoma",-97.4515,35.8139,6.7,1098,1,-129989.217855058,1418891.71617409,1,39071161.0999999,968761.099999905
us10001sht,2015-03-29T05:44:19Z,2.5,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3063,35.873,3.826,1142,1,-116895.72463713,1425319.82294888,1,39073459,971059
us10001sh9,2015-03-29T10:15:09.500Z,2.6,reviewed,"7 km NNE of Quinlan, Oklahoma",-99.0122,36.5131,5,1263,1,-267241.544132232,1500441.69691976,1,39089709.5,987309.5
us10001sbq,2015-03-29T14:20:28.400Z,2.6,reviewed,"5 km NW of Orlando, Oklahoma",-97.4227,36.1852,6.448,1184,1,-126787.785750269,1460427.22039905,1,39104428.4000001,1002028.4000001
us10001sew,2015-03-29T18:42:31.800Z,2.5,reviewed,"8 km NNE of Quinlan, Oklahoma",-99.0013,36.5219,5,1263,1,-266243.693779847,1501396.39465757,1,39120151.8,1017751.79999995
us10001sbs,2015-03-29T19:19:09.300Z,2.7,reviewed,"9 km NNE of Guthrie, Oklahoma",-97.398,35.9616,5.57,1142,1,-124955.089594694,1435356.57701891,1,39122349.3,1019949.29999995
us10001sen,2015-03-29T19:24:05Z,2.5,reviewed,"6 km NNE of Guthrie, Oklahoma",-97.3927,35.9339,4.794,1142,1,-124526.85752624,1432248.14837743,1,39122645,1020245
us10001sfi,2015-03-29T19:53:03.900Z,2.5,reviewed,"8 km W of Meeker, Oklahoma",-96.9987,35.4924,6.546,1014,1,-89818.7418661592,1382378.23354167,1,39124383.9000001,1021983.9000001
us10001sc6,2015-03-29T22:23:14.800Z,2.5,reviewed,"6 km SE of Nescatunga, Oklahoma",-98.0957,36.7157,5.232,1310,1,-185445.509835089,1520947.61183025,1,39133394.8,1030994.79999995
us10001scc,2015-03-30T02:50:38.200Z,2.7,reviewed,"6 km E of Lucien, Oklahoma",-97.3781,36.2715,6.703,1228,1,-122673.259060871,1470033.30105505,1,39149438.2,1047038.20000005
us10001sck,2015-03-30T04:26:19.500Z,2.7,reviewed,"9 km NNE of Quinlan, Oklahoma",-98.989,36.5231,5,1263,1,-265148.700733479,1501496.36495561,1,39155179.5,1052779.5
us10001scr,2015-03-30T05:53:26.100Z,2.6,reviewed,"4 km NNE of Red Rock, Oklahoma",-97.1599,36.5015,5.539,1272,1,-102936.541610982,1495534.81126455,1,39160406.0999999,1058006.0999999
us10001rxs,2015-03-30T05:57:32Z,3.1,reviewed,"13 km ESE of Orlando, Oklahoma",-97.2318,36.1145,5.499,1185,1,-109878.867835036,1452272.25071236,1,39160652,1058252
us10001rxt,2015-03-30T06:06:15.200Z,3,reviewed,"13 km ESE of Orlando, Oklahoma",-97.232,36.112,5.147,1185,1,-109900.336737782,1451992.52557764,1,39161175.2,1058775.20000005
us10001te4,2015-03-30T06:09:13.700Z,2.6,reviewed,"13 km ESE of Orlando, Oklahoma",-97.2339,36.1143,4.705,1185,1,-110066.472062091,1452252.28431074,1,39161353.7,1058953.70000005
us10001tkl,2015-03-30T06:29:04.700Z,2.6,reviewed,"13 km ESE of Orlando, Oklahoma",-97.2335,36.1101,4.572,1185,1,-110036.898251055,1451781.49480586,1,39162544.7,1060144.70000005
us10001tcf,2015-03-30T10:14:16.800Z,2.7,reviewed,"8 km NNE of Quinlan, Oklahoma",-99.0039,36.5194,5,1263,1,-266483.112298285,1501123.7685825,1,39176056.8,1073656.79999995
us10001t41,2015-03-30T13:55:08.700Z,2.5,reviewed,"6 km SSE of Warwick, Oklahoma",-96.9679,35.6398,5.692,1057,1,-86880.7674583796,1398849.31806277,1,39189308.7,1086908.70000005
us10001s1b,2015-03-30T14:17:34.200Z,3,reviewed,"10 km NW of Morrison, Oklahoma",-97.0974,36.3569,5,1229,1,-97577.203050693,1479272.62735415,1,39190654.2000001,1088254.20000005
us10001s6g,2015-03-30T16:32:19.300Z,2.5,reviewed,"8 km S of Wellston, Oklahoma",-97.0714,35.6212,5.213,1057,1,-96194.2485322885,1396866.85146075,1,39198739.3,1096339.29999995
us10001s5f,2015-03-30T16:51:41.700Z,2.6,reviewed,"5 km SW of Nash, Oklahoma",-98.0945,36.6331,6.399,1310,1,-185543.274001121,1511693.75872909,1,39199901.7,1097501.70000005
us10001s4h,2015-03-30T17:03:44.700Z,2.8,reviewed,"13 km ESE of Orlando, Oklahoma",-97.2325,36.1133,5.295,1185,1,-109943.048527576,1452138.68117087,1,39200624.7,1098224.70000005
us10001s51,2015-03-30T19:15:13.600Z,2.5,reviewed,"7 km SE of Marshall, Oklahoma",-97.5619,36.1127,4.499,1184,1,-139325.348147132,1452503.49530448,1,39208513.5999999,1106113.5999999
us10001sdv,2015-03-30T22:00:49.100Z,2.7,reviewed,"5 km NNE of Red Rock, Oklahoma",-97.1578,36.5022,6.239,1272,1,-102749.228835027,1495610.94690224,1,39218449.0999999,1116049.0999999
us10001ska,2015-03-31T00:35:25.800Z,2.5,reviewed,"12 km ESE of Billings, Oklahoma",-97.3236,36.4674,3.55,1271,1,-117516.588626746,1491905.16278582,1,39227725.8,1125325.79999995
us10001tm3,2015-03-31T01:45:54.200Z,2.5,reviewed,"6 km SE of Wakita, Oklahoma",-97.8754,36.8358,4.057,1354,1,-165688.637290417,1533993.33362662,1,39231954.2000001,1129554.20000005
us10001s8l,2015-03-31T03:42:40.400Z,3,reviewed,"12 km ENE of Nescatunga, Oklahoma",-98.0176,36.784,6.37,1354,1,-178373.166598433,1528448.34696417,1,39238960.4000001,1136560.4000001
us10001tb7,2015-03-31T05:45:26.600Z,2.6,reviewed,"4 km WSW of Arcadia, Oklahoma",-97.3656,35.6496,4.593,1056,1,-122561.30312059,1400384.60831293,1,39246326.5999999,1143926.5999999
us10001ta7,2015-03-31T07:32:03.300Z,2.5,reviewed,"5 km NNE of Quinlan, Oklahoma",-99.0203,36.5025,5,1263,1,-267997.663791709,1499277.68826073,1,39252723.3,1150323.29999995
us10001ta9,2015-03-31T07:34:30.600Z,2.7,reviewed,"5 km N of Quinlan, Oklahoma",-99.0366,36.5071,5,1263,1,-269427.044243535,1499838.80908988,1,39252870.5999999,1150470.5999999
us10001scn,2015-03-31T14:46:54.900Z,3,reviewed,"5 km ENE of Covington, Oklahoma",-97.5257,36.3262,2.554,1227,1,-135712.622947112,1476359.9698081,1,39278814.9000001,1176414.9000001
us10001scb,2015-03-31T15:21:07.600Z,3.4,reviewed,"5 km NE of Hunter, Oklahoma",-97.6158,36.6028,2.713,1313,0,-143199.582172161,1507471.98941601,1,39280867.5999999,1178467.5999999
us10001sei,2015-03-31T16:23:07Z,3,reviewed,"12 km ENE of Wakita, Oklahoma",-97.7934,36.921,2.634,1355,1,-158264.810649744,1543397.8300109,1,39284587,1182187
us10001t9t,2015-03-31T21:56:07.700Z,2.5,reviewed,"8 km NE of Quinlan, Oklahoma",-98.9887,36.5162,5,1263,1,-265146.401454111,1500722.96367936,1,39304567.7,1202167.70000005
us10001t47,2015-04-01T02:07:03.800Z,2.6,reviewed,"8 km ESE of Orlando, Oklahoma",-97.2975,36.1169,5.083,1185,1,-115735.406402779,1452618.99590647,1,39319623.8,1217223.79999995
us10001sng,2015-04-01T03:18:07.600Z,2.5,reviewed,"2 km NNE of Breckinridge, Oklahoma",-97.7249,36.4556,4.27,1269,0,-153166.772945987,1491155.03780831,1,39323887.5999999,1221487.5999999
us10001t4g,2015-04-01T04:28:32.400Z,2.5,reviewed,"7 km NE of Orlando, Oklahoma",-97.3277,36.2024,4.577,1185,1,-118295.26028279,1462230.88898029,1,39328112.4000001,1225712.4000001
us10001su0,2015-04-01T06:47:43.800Z,2.5,reviewed,"4 km ESE of Perry, Oklahoma",-97.24,36.2707,4.775,1228,1,-110382.024070101,1469774.37112366,1,39336463.8,1234063.79999995
us10001srh,2015-04-01T07:53:49.600Z,2.6,reviewed,"3 km SSE of Meridian, Oklahoma",-97.2364,35.8157,6.478,1099,1,-110724.476717623,1418820.81891355,1,39340429.5999999,1238029.5999999
us10001svl,2015-04-01T19:19:31.700Z,3.2,reviewed,"6 km ESE of Marshall, Oklahoma",-97.5648,36.122,5.459,1184,1,-139566.863124361,1453549.13796801,1,39381571.7,1279171.70000005
us10001t4u,2015-04-01T22:05:15.500Z,2.5,reviewed,"6 km WNW of Renfrow, Oklahoma",-97.7295,36.9374,5,1398,0,-152592.927877585,1545130.54910779,1,39391515.5,1289115.5
us10001t9g,2015-04-01T23:03:14.600Z,3.1,reviewed,"6 km NE of Hunter, Oklahoma",-97.6077,36.5967,6.13,1313,0,-142493.351834632,1506776.55147752,1,39394994.5999999,1292594.5999999
us10001syx,2015-04-01T23:46:25.900Z,2.8,reviewed,Oklahoma,-97.4509,35.8106,5.453,1098,1,-129941.129883381,1418521.44776481,1,39397585.9000001,1295185.9000001
us10001sze,2015-04-02T00:46:14.200Z,3.1,reviewed,"6 km NE of Hunter, Oklahoma",-97.605,36.5989,5.824,1313,0,-142249.906548474,1507018.92910218,1,39401174.2,1298774.20000005
us10001szu,2015-04-02T02:10:47.900Z,3.5,reviewed,"11 km ENE of Nescatunga, Oklahoma",-98.0307,36.7753,5.301,1354,1,-179551.970011113,1527498.51380828,1,39406247.9000001,1303847.9000001
us10001t09,2015-04-02T03:05:17.700Z,3.3,reviewed,"6 km ESE of Marshall, Oklahoma",-97.5614,36.1193,4.842,1184,1,-139268.60722555,1453241.81104337,1,39409517.7,1307117.70000005
us10001t4t,2015-04-02T03:18:40.500Z,2.6,reviewed,"3 km ENE of Renfrow, Oklahoma",-97.6229,36.9426,1.494,1399,0,-143178.657691724,1545547.21208823,1,39410320.5,1307920.5
us10001t0l,2015-04-02T03:44:00.900Z,2.7,reviewed,"7 km SE of Marshall, Oklahoma",-97.5619,36.1175,5.157,1184,1,-139316.51354491,1453040.98485189,1,39411840.9000001,1309440.9000001
us10001t4b,2015-04-02T03:58:11Z,3.4,reviewed,"6 km SE of Marshall, Oklahoma",-97.5638,36.1186,5.428,1184,1,-139483.945152693,1453166.9468043,1,39412691,1310291
us10001t33,2015-04-02T10:38:06Z,2.7,reviewed,"4 km NNE of Irving, Texas",-96.9392,32.8543,5,412,0,-87381.8708544971,1087467.17879266,1,39436686,1334286
us10001te6,2015-04-02T20:25:37.600Z,2.5,reviewed,"11 km ENE of Nescatunga, Oklahoma",-98.0302,36.783,9.031,1354,1,-179489.33914335,1528360.05859642,1,39471937.5999999,1369537.5999999
us10001tdj,2015-04-02T21:00:13.900Z,2.6,reviewed,"13 km NNW of Perry, Oklahoma",-97.3213,36.4091,4.692,1271,1,-117403.189540945,1485372.43199358,1,39474013.9000001,1371613.9000001
us10001tg3,2015-04-02T22:36:21.040Z,3.3,reviewed,"5 km NNE of Irving, Texas",-96.9356,32.8588,7.67,412,0,-87041.9996016894,1087965.94882386,1,39479781.04,1377381.03999996
us10001thb,2015-04-03T02:16:49.600Z,3.2,reviewed,"5 km SSW of Goltry, OK",-98.1637,36.4876,5.599,1267,0,-192043.451005031,1495535.85140954,1,39493009.5999999,1390609.5999999
us10001thn,2015-04-03T03:04:49.640Z,2.5,reviewed,"6 km NE of Irving, Texas",-96.9087,32.8614,5,413,0,-84536.7060659659,1088231.75449822,1,39495889.6400001,1393489.64000011
us10001tj1,2015-04-03T09:07:06.500Z,2.9,reviewed,"4 km E of Pond Creek, Oklahoma",-97.755,36.669,5,1312,1,-155397.825015149,1515105.80612633,1,39517626.5,1415226.5
us10001u6u,2015-04-03T18:30:57.800Z,2.6,reviewed,"5 km SE of Arcadia, Oklahoma",-97.28,35.632,5.874,1056,1,-114905.802260057,1398307.50573081,1,39551457.8,1449057.79999995
us10001tq1,2015-04-03T20:54:00.800Z,3.3,reviewed,"5 km S of Goltry, Oklahoma",-98.1516,36.4872,6.912,1267,0,-190970.690100622,1495466.67188516,1,39560040.8,1457640.79999995
us10001tql,2015-04-03T21:28:36.800Z,3.4,reviewed,"10 km ESE of Jefferson, Oklahoma",-97.6795,36.6888,5.977,1312,1,-148674.131050134,1517202.87687766,1,39562116.8,1459716.79999995
us10001tu8,2015-04-04T00:03:52.600Z,2.5,reviewed,"2 km ENE of Renfrow, Oklahoma",-97.6273,36.9337,2.333,1399,0,-143583.880056128,1544556.78820601,1,39571432.5999999,1469032.5999999
us10001trn,2015-04-04T00:20:01.600Z,3.4,reviewed,"2 km NE of Renfrow, Oklahoma",-97.6337,36.9402,5.394,1399,0,-144136.005428888,1545294.66694768,1,39572401.5999999,1470001.5999999
us10001tuc,2015-04-04T00:48:01.800Z,3,reviewed,"2 km NE of Renfrow, Oklahoma",-97.634,36.9384,4.713,1399,0,-144165.9383982,1545093.4691473,1,39574081.8,1471681.79999995
us10001trx,2015-04-04T00:49:59.200Z,3.7,reviewed,"6 km SE of Marshall, Oklahoma",-97.5638,36.1163,5.268,1184,1,-139488.183555699,1452909.39939088,1,39574199.2,1471799.20000005
us10001tsx,2015-04-04T01:23:28.300Z,2.9,reviewed,"3 km NE of Renfrow, Oklahoma",-97.624,36.943,5,1399,0,-143274.928744785,1545593.68182676,1,39576208.3,1473808.29999995
us200024tc,2015-04-04T01:27:23.400Z,2.6,reviewed,"7 km ESE of Marshall, Oklahoma",-97.5493,36.1228,4.983,1184,1,-138183.057363385,1453616.06946109,1,39576443.4000001,1474043.4000001
us200024sq,2015-04-04T01:36:13.100Z,2.5,reviewed,"5 km E of Marland, Oklahoma",-97.0902,36.5682,6.017,1272,1,-96665.5081456132,1502932.9733736,1,39576973.0999999,1474573.0999999
us10001tt7,2015-04-04T01:40:52.200Z,2.9,reviewed,"5 km NW of Orlando, Oklahoma",-97.4229,36.1869,6.336,1184,1,-126802.757336078,1460617.86181598,1,39577252.2,1474852.20000005
us10001tug,2015-04-04T04:10:30.100Z,3.2,reviewed,"6 km N of Quinlan, Oklahoma",-99.0518,36.5113,9.772,1263,1,-270760.119221929,1500352.25389393,1,39586230.0999999,1483830.0999999
us10001tun,2015-04-04T04:22:01.800Z,2.8,reviewed,"6 km NNE of Quinlan, Oklahoma",-99.0212,36.5094,6.579,1263,1,-268052.927408775,1500052.77640392,1,39586921.8,1484521.79999995
us10001tuv,2015-04-04T05:02:35.700Z,3.3,reviewed,"6 km SE of Marshall, Oklahoma",-97.5719,36.1166,5,1184,1,-140210.067755188,1452954.91229712,1,39589355.7,1486955.70000005
us10001tvl,2015-04-04T07:39:06.430Z,2.5,reviewed,"5 km N of Hunter, Oklahoma",-97.6574,36.6149,4.83,1312,1,-146862.355749926,1508890.80069869,1,39598746.4300001,1496346.43000007
us10001tw3,2015-04-04T08:35:30Z,3.4,reviewed,"5 km ENE of Covington, Oklahoma",-97.5282,36.3308,6.088,1227,1,-135926.696411029,1476878.71360262,1,39602130,1499730
us10001twc,2015-04-04T08:50:03Z,2.8,reviewed,"5 km ENE of Covington, Oklahoma",-97.5285,36.3268,6.695,1227,1,-135960.583575359,1476431.16812363,1,39603003,1500603
us10001twi,2015-04-04T09:11:54.200Z,3,reviewed,"5 km ENE of Covington, Oklahoma",-97.5268,36.3284,6.828,1227,1,-135806.501923541,1476607.92710649,1,39604314.2000001,1501914.20000005
us10001txk,2015-04-04T13:21:17Z,4.1,reviewed,"6 km SE of Marshall, Oklahoma",-97.5717,36.1176,5.047,1184,1,-140190.377723981,1453066.59419523,1,39619277,1516877
us10001u7c,2015-04-04T16:15:59.400Z,3,reviewed,"3 km SSW of Cushing, Oklahoma",-96.7804,35.9529,4.48,1144,1,-69762.9164451533,1433749.69835311,1,39629759.4000001,1527359.4000001
us10001u7i,2015-04-04T17:47:26.420Z,2.6,reviewed,"6 km NNE of Anthony, Kansas",-98.0121,37.2116,8.07,1440,0,-176872.646073599,1576339.30845872,1,39635246.4200001,1532846.42000008
us10001vez,2015-04-04T20:08:54.700Z,2.6,reviewed,"5 km ENE of Covington, Oklahoma",-97.5312,36.3271,7.111,1227,1,-136200.187321581,1476468.63236886,1,39643734.7,1541334.70000005
us10001u07,2015-04-04T20:17:21.200Z,2.7,reviewed,"8 km NNW of Morrison, Oklahoma",-97.0566,36.3642,6.103,1229,1,-93940.4625360736,1480049.13924425,1,39644241.2000001,1541841.20000005
us10001vc9,2015-04-04T21:10:51.700Z,2.7,reviewed,"6 km NW of Wakita, Oklahoma",-97.9685,36.9302,3.828,1397,0,-173693.655838266,1544734.26358768,1,39647451.7,1545051.70000005
us10001vcj,2015-04-04T22:11:31.200Z,2.5,reviewed,"9 km SSW of Lucien, Oklahoma",-97.4866,36.1944,4.52,1184,1,-132465.836249418,1461544.64087576,1,39651091.2,1548691.20000005
us10001u2c,2015-04-05T04:49:13.500Z,3.1,reviewed,"5 km NNE of Red Rock, Oklahoma",-97.1452,36.5043,6.907,1272,1,-101628.258619625,1495832.62323627,1,39674953.5,1572553.5
us10001u2g,2015-04-05T05:10:47.100Z,2.7,reviewed,"5 km W of Lucien, Oklahoma",-97.5154,36.2809,4.763,1227,1,-134877.409805627,1471272.06928567,1,39676247.0999999,1573847.0999999
us10001v3x,2015-04-05T06:13:36.400Z,2.5,reviewed,"7 km NE of Quinlan, Oklahoma",-98.982,36.502,5,1264,0,-264602.102909658,1499114.38274813,1,39680016.4000001,1577616.4000001
us10001u3f,2015-04-05T10:22:21.800Z,3.2,reviewed,"12 km W of Red Rock, Oklahoma",-97.322,36.4674,7.305,1271,1,-117374.540873859,1491903.18544629,1,39694941.8,1592541.79999995
us10001u3q,2015-04-05T12:40:49.300Z,2.7,reviewed,"11 km NNE of Lucien, Oklahoma",-97.387,36.363,6,1228,1,-123315.87441843,1480292.40314389,1,39703249.3,1600849.29999995
us10001u48,2015-04-05T15:43:25.200Z,2.7,reviewed,"2 km NE of Renfrow, Oklahoma",-97.6337,36.9386,5,1399,0,-144139.08713787,1545115.41995231,1,39714205.2,1611805.20000005
us10001ud7,2015-04-05T17:30:38.100Z,2.5,reviewed,"4 km NNE of Nash, Oklahoma",-98.027,36.7064,5.861,1311,1,-179389.503763063,1519774.0775556,1,39720638.0999999,1618238.0999999
us10001ucg,2015-04-05T17:46:51.100Z,2.7,reviewed,"5 km NNE of Nash, Oklahoma",-98.029,36.71,6.556,1311,1,-179557.866505624,1520181.08169367,1,39721611.0999999,1619211.0999999
us10001u5k,2015-04-05T19:08:38.300Z,2.7,reviewed,"8 km NNE of Stillwater, Oklahoma",-97.0311,36.1867,5.511,1186,1,-91889.091872739,1460144.65539941,1,39726518.3,1624118.29999995
us10001uc1,2015-04-05T21:43:03.600Z,2.6,reviewed,"6 km NW of Orlando, Oklahoma",-97.4293,36.1888,4.52,1184,1,-127369.85470474,1460839.19215966,1,39735783.5999999,1633383.5999999
us10001u7p,2015-04-05T23:46:33.800Z,2.7,reviewed,"5 km SE of Arcadia, Oklahoma",-97.2777,35.6353,5,1056,1,-114694.376493262,1398674.13145435,1,39743193.8,1640793.79999995
us10001u8k,2015-04-06T01:33:45.550Z,3,reviewed,"6 km N of Manchester, Oklahoma",-98.0244,37.0546,7.41,1397,0,-178328.440095272,1558773.56930701,1,39749625.55,1647225.54999995
us10001u9y,2015-04-06T07:09:44.700Z,2.5,reviewed,"6 km SW of Marland, Oklahoma",-97.2134,36.525,8.667,1271,1,-107650.591724751,1498226.3714104,1,39769784.7,1667384.70000005
us10001uai,2015-04-06T09:01:41.900Z,3.2,reviewed,"6 km N of Quinlan, Oklahoma",-99.0454,36.5112,8.848,1263,1,-270192.855447832,1500322.84238113,1,39776501.9000001,1674101.9000001
us10001uay,2015-04-06T10:13:13.400Z,2.5,reviewed,"6 km NW of Orlando, Oklahoma",-97.4264,36.1872,4.997,1184,1,-127114.134670885,1460656.13312423,1,39780793.4000001,1678393.4000001
us10001uc6,2015-04-06T15:30:23.600Z,3.9,reviewed,"7 km N of Hunter, Oklahoma",-97.6574,36.6338,5.226,1312,1,-146825.430958751,1511007.8064226,1,39799823.5999999,1697423.5999999
us10001ud4,2015-04-06T15:37:00.900Z,3.1,reviewed,"7 km N of Hunter, Oklahoma",-97.6504,36.6331,6.364,1312,1,-146206.740602784,1510918.60620663,1,39800220.9000001,1697820.9000001
us10001uie,2015-04-06T16:29:04Z,2.8,reviewed,"5 km ESE of Goltry, Oklahoma",-98.0928,36.5223,5.977,1267,0,-185666.022522085,1499281.08409385,1,39803344,1700944
us10001v3s,2015-04-06T17:33:14.100Z,2.8,reviewed,"5 km SSE of Goltry, Oklahoma",-98.1341,36.4837,6.124,1267,0,-189426.499239956,1495039.68080443,1,39807194.0999999,1704794.0999999
us10001v3w,2015-04-06T17:36:16.200Z,2.5,reviewed,"12 km N of Perry, Oklahoma",-97.2988,36.3982,5,1228,1,-115420.77920451,1484124.040163,1,39807376.2,1704976.20000005
us10001v4c,2015-04-06T18:55:37.600Z,2.9,reviewed,"10 km SSW of Manchester, Oklahoma",-98.0761,36.9017,6.381,1354,1,-183256.192604439,1541743.78793542,1,39812137.5999999,1709737.5999999
us10001v73,2015-04-06T22:14:53.800Z,2.6,reviewed,"5 km ENE of Covington, Oklahoma",-97.5265,36.3289,6.993,1227,1,-135778.920138305,1476663.49527604,1,39824093.8,1721693.79999995
us10001vf0,2015-04-06T23:01:22.700Z,2.5,reviewed,"9 km N of Guthrie, Oklahoma",-97.4055,35.9616,6.34,1141,0,-125625.400770882,1435366.4648985,1,39826882.7,1724482.70000005
us10001v9d,2015-04-07T02:33:12.100Z,2.7,reviewed,"3 km NNE of Guthrie, Oklahoma",-97.4116,35.912,5.808,1141,0,-126253.082699716,1429821.06764828,1,39839592.0999999,1737192.0999999
us10001v9s,2015-04-07T03:52:17.100Z,3.1,reviewed,"5 km ESE of Enid, Oklahoma",-97.8308,36.3699,5.734,1226,1,-162754.219772781,1481733.13640644,1,39844337.0999999,1741937.0999999
us10001vcd,2015-04-07T07:03:49.100Z,2.5,reviewed,"9 km NNE of Guthrie, Oklahoma",-97.3969,35.9626,5.29,1142,1,-124855.131283856,1435467.09890757,1,39855829.0999999,1753429.0999999
us10001vc8,2015-04-07T07:44:11.800Z,2.7,reviewed,"5 km NNE of Quinlan, Oklahoma",-99.0324,36.5004,8.152,1263,1,-269078.46395287,1499076.75678003,1,39858251.8,1755851.79999995
us10001vf4,2015-04-07T16:47:28.300Z,2.9,reviewed,"5 km N of Quinlan, Oklahoma",-99.0371,36.5044,7.802,1263,1,-269481.056715318,1499537.92632935,1,39890848.3,1788448.29999995
us10001vfd,2015-04-07T17:25:12Z,3.5,reviewed,"6 km ENE of Covington, Oklahoma",-97.525,36.3306,6.866,1227,1,-135642.454348758,1476851.7426392,1,39893112,1790712
us200024un,2015-04-07T20:11:18.100Z,2.5,reviewed,"6 km S of Guthrie, Oklahoma",-97.4378,35.8212,5,1098,1,-128750.041370404,1419690.33393785,1,39903078.0999999,1800678.0999999
us200024u6,2015-04-07T21:21:24.200Z,3.3,reviewed,"8 km E of Byron, Oklahoma",-98.1974,36.8895,4.651,1353,1,-193993.024595487,1540617.96078093,1,39907284.2,1804884.20000005
us200024v1,2015-04-07T22:10:14.200Z,3,reviewed,"5 km NNE of Red Rock, Oklahoma",-97.1509,36.5024,6.822,1272,1,-102136.645447798,1495625.91127466,1,39910214.2,1807814.20000005
us2000255q,2015-04-07T22:13:38.600Z,2.7,reviewed,"5 km NNE of Red Rock, Oklahoma",-97.1508,36.4991,6.46,1272,1,-102132.247722326,1495256.16494813,1,39910418.5999999,1808018.5999999
us20002512,2015-04-08T01:01:33.500Z,2.6,reviewed,"3 km NE of Renfrow, Oklahoma",-97.6247,36.9443,6.882,1399,0,-143334.189063126,1545740.3761028,1,39920493.5,1818093.5
us200024wv,2015-04-08T01:42:11.900Z,3,reviewed,"5 km W of Lucien, Oklahoma",-97.5171,36.2826,2.723,1227,1,-135025.665073611,1471464.8671805,1,39922931.9000001,1820531.9000001
us200024ww,2015-04-08T01:47:51.800Z,3.2,reviewed,"8 km NNE of Stillwater, Oklahoma",-97.0295,36.1867,4.65,1186,1,-91746.5093965497,1460143.10953459,1,39923271.8,1820871.79999995
us2000254e,2015-04-08T02:04:09.300Z,2.6,reviewed,"8 km NNW of Hunter, Oklahoma",-97.6816,36.6415,6.682,1312,1,-148953.770563587,1511907.95444161,1,39924249.3,1821849.29999995
us200024xj,2015-04-08T03:15:48.100Z,3,reviewed,Oklahoma,-97.2674,36.266,4.852,1228,1,-112827.987991601,1469280.17727286,1,39928548.0999999,1826148.0999999
us200024xm,2015-04-08T03:32:09.200Z,2.8,reviewed,"5 km W of Lucien, Oklahoma",-97.5173,36.2809,6.09,1227,1,-135046.503983148,1471274.76758182,1,39929529.2,1827129.20000005
us2000250c,2015-04-08T10:29:51.700Z,2.5,reviewed,"19 km ESE of Marland, Oklahoma",-96.9498,36.4998,4.764,1273,0,-84293.5895664557,1495137.42404779,1,39954591.7,1852191.70000005
us20002501,2015-04-08T11:58:38.600Z,2.6,reviewed,"2 km SE of Quay, Oklahoma",-96.6854,36.145,3.766,1188,0,-61115.5108514887,1455196.31201629,1,39959918.5999999,1857518.5999999
us2000250n,2015-04-08T14:01:18.400Z,2.7,reviewed,"6 km S of Guthrie, Oklahoma",-97.414,35.8209,4.727,1098,1,-126619.491656181,1419624.77018238,1,39967278.4000001,1864878.4000001
