cell_id,Z,area_km2,centroid_x_m,centroid_y_m,centroid_lon,centroid_lat
1281,0,400,84962.9506522464,1494132.63836556,-95.0427723421044,36.4907707695407
1282,0,400,104962.950652246,1494132.63836556,-94.8174651333072,36.4887608037847
1283,0,400,124962.950652246,1494132.63836556,-94.5921712180118,36.4863275908263
1284,0,400,144962.950652246,1494132.63836556,-94.366893127162,36.4834711698495
1285,0,400,164962.950652246,1494132.63836556,-94.1416333906349,36.4801915868427
1286,0,400,184962.950652246,1494132.63836556,-93.9163945370704,36.476488894592
1287,0,400,204962.950652246,1494132.63836556,-93.6911790937011,36.4723631526751
1288,0,400,224962.950652246,1494132.63836556,-93.4659895861825,36.4678144274527
1289,0,199.663275066661,240118.951786814,1493121.01532633,-93.2956839494076,36.4550584259311
1291,0,387.516165380207,-574728.118640365,1514028.36145588,-102.480588816687,36.4971967912058
1292,0,400,-555037.049347754,1514132.63836556,-102.25928410865,36.5098991390744
1293,0,400,-535037.049347754,1514132.63836556,-102.034356411306,36.5214390714721
1294,0,400,-515037.049347754,1514132.63836556,-101.809360995003,36.5325571485296
1295,0,400,-495037.049347754,1514132.63836556,-101.584300352587,36.5432531918887
1296,0,400,-475037.049347754,1514132.63836556,-101.359176981274,36.5535270297904
1297,0,400,-455037.049347754,1514132.63836556,-101.13399338249,36.5633784970975
1298,0,400,-435037.049347754,1514132.63836556,-100.908752061704,36.5728074353163
1299,0,400,-415037.049347754,1514132.63836556,-100.683455528264,36.5818136926173
1300,0,400,-395037.049347754,1514132.63836556,-100.458106295231,36.5903971238548
1301,0,400,-375037.049347754,1514132.63836556,-100.232706879211,36.5985575905866
1302,0,400,-355037.049347754,1514132.63836556,-100.007259800191,36.6062949610918
1303,0,400,-335037.049347754,1514132.63836556,-99.7817675813684,36.613609110388
1304,0,400,-315037.049347754,1514132.63836556,-99.5562327489855,36.6204999202481
1305,0,400,-295037.049347754,1514132.63836556,-99.3306578321585,36.6269672792153
1306,0,400,-275037.049347754,1514132.63836556,-99.1050453627096,36.6330110826188
1307,0,400,-255037.049347754,1514132.63836556,-98.8793978749975,36.6386312325864
1308,0,400,-235037.049347754,1514132.63836556,-98.6537179057466,36.6438276380582
1309,0,400,-215037.049347754,1514132.63836556,-98.4280079938776,36.6486002147985
1310,1,400,-195037.049347754,1514132.63836556,-98.2022706803357,36.6529488854065
1311,1,400,-175037.049347754,1514132.63836556,-97.9765085079201,36.6568735793272
1312,1,400,-155037.049347754,1514132.63836556,-97.7507240211125,36.6603742328602
1313,0,400,-135037.049347754,1514132.63836556,-97.524919765905,36.6634507891683
1314,0,400,-115037.049347754,1514132.63836556,-97.2990982896287,36.666103198285
1315,0,400,-95037.0493477536,1514132.63836556,-97.0732621407807,36.6683314171212
1316,0,400,-75037.0493477536,1514132.63836556,-96.8474138688527,36.6701354094708
1317,0,400,-55037.0493477537,1514132.63836556,-96.6215560241574,36.6715151460155
1318,0,400,-35037.0493477536,1514132.63836556,-96.3956911576565,36.6724706043286
