event_id,time_utc,mag,status,place,lon,lat,depth_km,cell_id,Z,x_m,y_m,is_post,t_sec_pre0,t_sec_post0
usc000rmab,2014-06-26T06:13:30.100Z,3.3,reviewed,"11 km SSE of Cedar Valley, Oklahoma",-97.4912,35.7749,6.166,1098,1,-133612.782994677,1414580.64937505,0,15228810.0999999,-22873589.9000001
usc000rmdv,2014-06-26T06:15:01.800Z,2.9,reviewed,"11 km SSE of Cedar Valley, Oklahoma",-97.4996,35.7784,6.688,1098,1,-134359.184407395,1414984.31722936,0,15228901.8,-22873498.2
usc000rmaw,2014-06-26T07:45:55.500Z,3.2,reviewed,"9 km E of Nescatunga, Oklahoma",-98.0469,36.755,5.768,1354,1,-181033.115943915,1525255.4328628,0,15234355.5,-22868044.5
usc000rmb2,2014-06-26T07:57:16.200Z,3,reviewed,"9 km E of Nescatunga, Oklahoma",-98.0499,36.7578,5.716,1354,1,-181291.636455821,1525574.7793151,0,15235036.2,-22867363.8
usc000rmb6,2014-06-26T08:11:23.400Z,2.8,reviewed,"9 km E of Nescatunga, Oklahoma",-98.0441,36.756,4.941,1354,1,-180783.105310119,1525362.11255199,0,15235883.4000001,-22866516.5999999
ismpkansas70021283,2014-06-26T09:49:01.570Z,2.74,reviewed,"10 km NNW of Caldwell, Kansas",-97.647,37.1173333,5.45,1442,0,-144965.342142286,1565159.79899626,0,15241741.5699999,-22860658.4300001
ismpkansas70021298,2014-06-26T09:59:05.710Z,2.67,reviewed,"10 km NNW of Caldwell, Kansas",-97.6508333,37.1188333,4.3,1441,0,-145299.787308621,1565333.70989272,0,15242345.71,-22860054.29
usc000rmd5,2014-06-26T14:02:50.200Z,3.2,reviewed,"6 km SSW of Renfrow, Oklahoma",-97.6881,36.8682,1.593,1355,1,-149078.334549643,1537312.64829572,0,15256970.2,-22845429.8
usc000rmff,2014-06-26T17:20:18.600Z,2.5,reviewed,Oklahoma,-97.3908,36.8963,5,1357,0,-122779.379862822,1540035.40699683,0,15268818.5999999,-22833581.4000001
usc000rmge,2014-06-26T18:41:40.500Z,2.6,reviewed,"5 km NNW of Kendrick, Oklahoma",-96.8117,35.829,5,1101,0,-72679.3711068272,1419900.09508226,0,15273700.5,-22828699.5
usc000rml2,2014-06-26T23:28:03.400Z,3.7,reviewed,"5 km NNW of Meridian, Oklahoma",-97.2626,35.8863,5,1142,1,-112965.629800987,1426756.07554923,0,15290883.4000001,-22811516.5999999
usc000rmx9,2014-06-26T23:56:57.400Z,2.5,reviewed,"5 km NNW of Meridian, Oklahoma",-97.2667,35.8909,5.188,1142,1,-113325.572444919,1427275.98976176,0,15292617.4000001,-22809782.5999999
usc000rmmq,2014-06-27T07:10:46.200Z,3.5,reviewed,Oklahoma,-97.2608,35.8839,4.761,1142,1,-112808.157303265,1426485.22523268,0,15318646.2,-22783753.8
usc000rmpv,2014-06-27T10:24:09.600Z,2.7,reviewed,"7 km NW of Meridian, Oklahoma",-97.3125,35.8855,5,1142,1,-117431.1733856,1426726.99343856,0,15330249.5999999,-22772150.4000001
usc000rmr8,2014-06-27T12:36:57.600Z,3.3,reviewed,"7 km NW of Meridian, Oklahoma",-97.3125,35.8856,5.472,1142,1,-117431.018744601,1426738.18970111,0,15338217.5999999,-22764182.4000001
usc000rmth,2014-06-27T13:17:49.100Z,2.8,reviewed,"6 km NNW of Kendrick, Oklahoma",-96.8154,35.8324,4.665,1101,0,-73007.3935022672,1420283.610327,0,15340669.0999999,-22761730.9000001
usc000rmtx,2014-06-27T15:09:02.800Z,3.6,reviewed,"7 km NW of Meridian, Oklahoma",-97.3103,35.8856,5,1142,1,-117234.19447314,1426735.47347421,0,15347342.8,-22755057.2000001
usc000rn5c,2014-06-27T20:18:34.700Z,3.1,reviewed,"2 km NNW of Kremlin, Oklahoma",-97.8371,36.5649,5,1269,0,-162891.974158919,1503583.31718175,0,15365914.7,-22736485.3
usc000rn6i,2014-06-27T22:35:04.800Z,3.7,reviewed,"10 km W of Jefferson, Oklahoma",-97.9033,36.7186,6.063,1311,1,-168416.192657152,1520914.23093157,0,15374104.8,-22728295.2
usc000rn8m,2014-06-28T06:08:44.700Z,3,reviewed,"7 km WNW of Jet, Oklahoma",-98.2613,36.6833,4.962,1310,1,-200182.917316091,1517654.69922798,0,15401324.7,-22701075.3
usc000rnb6,2014-06-28T16:22:25.500Z,2.9,reviewed,"7 km WSW of Glencoe, Oklahoma",-96.9975,36.198,6.136,1186,1,-88881.5707800805,1461378.20486884,0,15438145.5,-22664254.5
usc000rnkf,2014-06-29T16:29:47.700Z,3,reviewed,"7 km NNE of Lake Aluma, Oklahoma",-97.4041,35.5958,5.501,1055,0,-126105.377649713,1394412.72110158,0,15524987.7,-22577412.3
usc000rnti,2014-06-29T23:52:14.500Z,2.7,reviewed,"5 km NE of Hunter, Oklahoma",-97.6208,36.5977,5,1313,0,-143652.405822869,1506908.28364251,0,15551534.5,-22550865.5
usc000rnnx,2014-06-30T01:30:44.300Z,3,reviewed,"6 km ESE of Wakita, Oklahoma",-97.8543,36.8531,4.476,1355,1,-163786.905353298,1535894.69061445,0,15557444.3,-22544955.7
usc000rnqs,2014-06-30T11:03:51.600Z,3.2,reviewed,Oklahoma,-97.2658,35.8858,4.511,1142,1,-113252.664633849,1426703.90249067,0,15591831.5999999,-22510568.4000001
usc000rnsy,2014-06-30T13:19:06Z,2.5,reviewed,"10 km W of Jefferson, Oklahoma",-97.9095,36.7201,5,1311,1,-168961.358305834,1521093.25296795,0,15599946,-22502454
usc000rntl,2014-06-30T14:54:21.800Z,2.6,reviewed,"4 km NNW of Meridian, Oklahoma",-97.2662,35.8799,6.204,1142,1,-113297.252969206,1426043.79675904,0,15605661.8,-22496738.2
usc000rnwj,2014-06-30T18:47:16.200Z,2.6,reviewed,"5 km SSW of Pawnee, Oklahoma",-96.8285,36.2953,5,1230,1,-73728.3532045989,1472130.92750369,0,15619636.2,-22482763.8
usc000rnyg,2014-06-30T20:08:03.100Z,2.5,reviewed,"4 km NNW of Meridian, Oklahoma",-97.2661,35.8824,6.195,1142,1,-113284.576334618,1426323.58502157,0,15624483.0999999,-22477916.9000001
usc000rp6j,2014-06-30T23:47:52.900Z,2.9,reviewed,"4 km NNW of Meridian, Oklahoma",-97.2607,35.8845,5,1142,1,-112798.319252376,1426552.28453518,0,15637672.9000001,-22464727.0999999
usc000rplk,2014-07-01T01:53:14Z,2.5,reviewed,"7 km E of Orlando, Oklahoma",-97.2969,36.1521,5,1185,1,-115628.094011494,1456560.07395733,0,15645194,-22457206
usc000rp34,2014-07-01T07:42:52.800Z,3,reviewed,"5 km WNW of Carney, Oklahoma",-97.0749,35.8247,5.643,1100,1,-96250.78270322,1419652.58606103,0,15666172.8,-22436227.2
usc000rp3j,2014-07-01T08:20:34.500Z,3.2,reviewed,"8 km ESE of Nash, Oklahoma",-97.9586,36.6507,5,1311,1,-173465.57364174,1513408.32535874,0,15668434.5,-22433965.5
usc000rp6w,2014-07-01T14:16:58.400Z,2.8,reviewed,"8 km ESE of Nash, Oklahoma",-97.9542,36.649,5,1311,1,-173079.853784438,1513209.89310794,0,15689818.4000001,-22412581.5999999
usc000rp6g,2014-07-01T14:22:07.200Z,3.1,reviewed,"4 km NNE of Kremlin, Oklahoma",-97.8189,36.5831,5,1312,1,-161239.39423474,1505590.75291179,0,15690127.2,-22412272.8
usc000rp70,2014-07-01T14:30:36.300Z,2.5,reviewed,"3 km NNE of Kremlin, Oklahoma",-97.8214,36.5818,6.064,1312,1,-161463.7747646,1505449.39135978,0,15690636.3,-22411763.7
usc000rpll,2014-07-01T15:25:19.400Z,2.7,reviewed,"6 km ESE of Medford, Oklahoma",-97.6663,36.7936,4.319,1355,1,-147299.890348651,1528921.76622703,0,15693919.4000001,-22408480.5999999
usc000rplu,2014-07-01T20:18:37.300Z,2.8,reviewed,"8 km ESE of Nash, Oklahoma",-97.9558,36.6469,5.84,1311,1,-173226.384190467,1512977.59643011,0,15711517.3,-22390882.7
usc000rplw,2014-07-01T23:14:59Z,2.7,reviewed,Oklahoma,-97.8753,36.6583,5.606,1311,1,-166072.195777404,1514110.77007347,0,15722099,-22380301
usc000rplm,2014-07-02T01:49:18.500Z,2.6,reviewed,"8 km ESE of Nash, Oklahoma",-97.9566,36.6501,5,1311,1,-173289.850293627,1513337.47311807,0,15731358.5,-22371041.5
usc000rpgd,2014-07-02T09:00:37.500Z,2.8,reviewed,"6 km ESE of Wakita, Oklahoma",-97.8568,36.854,5,1355,1,-164005.727593919,1535999.82015276,0,15757237.5,-22345162.5
usc000rpls,2014-07-02T13:43:40.600Z,2.6,reviewed,"2 km ESE of Perry, Oklahoma",-97.2618,36.2772,5.687,1228,1,-112312.83214523,1470527.87750867,0,15774220.5999999,-22328179.4000001
usc000rplj,2014-07-02T15:55:39.100Z,2.7,reviewed,"11 km NNW of Edmond, Oklahoma",-97.5045,35.753,5,1098,1,-134843.191613402,1412147.75668921,0,15782139.0999999,-22320260.9000001
usc000rpxa,2014-07-03T04:25:28.600Z,2.5,reviewed,"4 km SSW of Cushing, Oklahoma",-96.7781,35.9412,6.674,1144,1,-69568.042258502,1432437.90784251,0,15827128.5999999,-22275271.4000001
usc000rpy2,2014-07-03T13:43:47.100Z,2.5,reviewed,"6 km NNE of Medford, Oklahoma",-97.6931,36.86,5,1355,1,-149536.211846991,1536401.90549342,0,15860627.0999999,-22241772.9000001
usc000rpy8,2014-07-03T14:43:41.600Z,3.1,reviewed,"9 km E of Nescatunga, Oklahoma",-98.0476,36.7556,5,1354,1,-181093.567918374,1525323.97242701,0,15864221.5999999,-22238178.4000001
usc000rq2e,2014-07-03T16:09:03.400Z,3,reviewed,"11 km NE of Morrison, Oklahoma",-96.9309,36.3842,5,1230,1,-82743.1325817444,1482172.39511443,0,15869343.4000001,-22233056.5999999
usc000rq9f,2014-07-03T16:49:06.900Z,2.5,reviewed,"9 km WSW of Mulhall, Oklahoma",-97.5054,36.0453,4.644,1184,1,-134405.400109016,1444875.0313188,0,15871746.9000001,-22230653.0999999
usc000rqbx,2014-07-03T20:14:54.300Z,3.2,reviewed,"5 km SW of Perkins, Oklahoma",-97.0745,35.9358,4.656,1143,1,-96074.3138006892,1432091.56778215,0,15884094.3,-22218305.7
usc000rqc5,2014-07-03T20:24:20Z,3,reviewed,"9 km E of Nescatunga, Oklahoma",-98.0515,36.7602,3.975,1354,1,-181427.313245067,1525846.65654485,0,15884660,-22217740
usc000rref,2014-07-03T23:36:25.700Z,2.6,reviewed,"10 km W of Jefferson, Oklahoma",-97.9043,36.7181,5,1311,1,-168505.789635435,1520859.99801114,0,15896185.7,-22206214.3
usc000rr8n,2014-07-04T03:48:13.300Z,2.8,reviewed,"5 km SW of Braman, Oklahoma",-97.3729,36.8861,5,1357,0,-121215.79376232,1538869.70644099,0,15911293.3,-22191106.7
usc000rqec,2014-07-04T04:55:09.700Z,3.2,reviewed,"4 km SW of Braman, Oklahoma",-97.3706,36.894,7.049,1357,0,-120999.971376061,1539751.82539042,0,15915309.7,-22187090.3
ismpkansas70022038,2014-07-04T18:20:52.480Z,2.59,reviewed,"2 km NW of Freeport, Kansas",-97.881,37.214,3.06,1440,0,-165344.600621346,1576372.14613066,0,15963652.48,-22138747.52
usc000rqid,2014-07-04T20:48:01.900Z,3,reviewed,"12 km W of Jefferson, Oklahoma",-97.9285,36.7233,5,1311,1,-170635.061531347,1521485.63590559,0,15972481.9000001,-22129918.0999999
usb000rrk3,2014-07-05T13:51:31.600Z,2.6,reviewed,"12 km WNW of Pawnee, Oklahoma",-96.9253,36.3849,5,1230,1,-82244.6284213986,1482245.93873626,0,16033891.5999999,-22068508.4000001
usc000rqwg,2014-07-06T01:44:18.700Z,3.3,reviewed,"10 km NE of Marshall, Oklahoma",-97.5417,36.2157,4.925,1184,1,-137336.486611598,1464008.13296854,0,16076658.7,-22025741.3
usc000rqwr,2014-07-06T04:10:46.100Z,3.3,reviewed,"4 km NE of Jefferson, Oklahoma",-97.7497,36.7497,4.821,1355,1,-154762.135648008,1524136.69039629,0,16085446.0999999,-22016953.9000001
usc000rqyv,2014-07-06T15:22:05.600Z,3.1,reviewed,"9 km W of Jefferson, Oklahoma",-97.893,36.7273,5,1311,1,-167485.489452575,1521870.52840834,0,16125725.5999999,-21976674.4000001
usb000rrkc,2014-07-06T15:43:56.800Z,2.8,reviewed,"9 km N of Nash, Oklahoma",-98.0423,36.7541,5,1354,1,-180628.509536769,1525145.87106301,0,16127036.8,-21975363.2
usc000rraj,2014-07-07T00:38:16Z,2.5,reviewed,"4 km SE of Stillwater, Oklahoma",-97.0163,36.0893,4.074,1186,1,-90686.8548138217,1449222.86680157,0,16159096,-21943304
usc000rr39,2014-07-07T03:52:09.200Z,2.7,reviewed,"11 km NNE of Nescatunga, Oklahoma",-98.1139,36.8557,6.965,1353,1,-186706.866517386,1536664.65317385,0,16170729.2,-21931670.8
usc000rr3k,2014-07-07T03:56:01.800Z,2.8,reviewed,"8 km NW of Perkins, Oklahoma",-97.1069,36.0189,5,1143,1,-98862.7824130407,1441429.80768253,0,16170961.8,-21931438.2
usc000rr3u,2014-07-07T06:53:06.300Z,3,reviewed,"9 km E of Nescatunga, Oklahoma",-98.0487,36.7575,6.034,1354,1,-181186.25030699,1525538.88781595,0,16181586.3,-21920813.7
usc000rr3x,2014-07-07T07:44:13.900Z,3.2,reviewed,"2 km WNW of Jet, Oklahoma",-98.2108,36.6773,3.615,1310,1,-195728.826720833,1516877.5047314,0,16184653.9000001,-21917746.0999999
usc000rr5e,2014-07-07T10:22:33.600Z,2.5,reviewed,"10 km NE of Marshall, Oklahoma",-97.5406,36.2133,5.05,1184,1,-137242.863241965,1463737.77980439,0,16194153.5999999,-21908246.4000001
usb000rr6h,2014-07-07T13:48:09.800Z,2.6,reviewed,"4 km SE of Stillwater, Oklahoma",-97.0153,36.0907,5.045,1186,1,-90595.9508287316,1449378.69025121,0,16206489.8,-21895910.2
usc000rr7z,2014-07-07T13:59:40.800Z,2.5,reviewed,"9 km NE of Marshall, Oklahoma",-97.5493,36.2108,5,1184,1,-138022.390412317,1463470.41774298,0,16207180.8,-21895219.2
usb000rrne,2014-07-07T13:59:52.050Z,2.5,reviewed,"10 km SW of Wilson, Oklahoma",-97.488,34.087,7.4,711,0,-136282.6408848,1225766.93127499,0,16207192.05,-21895207.95
usb000rw6g,2014-07-07T14:32:40.500Z,2.6,reviewed,"6 km ESE of Orlando, Oklahoma",-97.3197,36.1188,2.342,1185,1,-117712.538118949,1452859.02818176,0,16209160.5,-21893239.5
usc000rr8a,2014-07-07T14:38:21.500Z,3.2,reviewed,"10 km SSW of Wilson, Oklahoma",-97.468,34.0713,7.727,668,0,-134478.137049018,1223983.87351459,0,16209501.5,-21892898.5
usb000rw6k,2014-07-07T15:11:55.900Z,2.5,reviewed,"9 km NE of Marshall, Oklahoma",-97.5449,36.2116,4.946,1184,1,-137628.98596736,1463553.6241942,0,16211515.9000001,-21890884.0999999
usc000rrn0,2014-07-08T00:05:49.500Z,2.8,reviewed,"11 km SSW of Wilson, Oklahoma",-97.4959,34.0746,4.212,711,0,-137027.939842021,1224392.5192661,0,16243549.5,-21858850.5
usc000rrqu,2014-07-08T15:08:33.600Z,2.8,reviewed,"9 km E of Nescatunga, Oklahoma",-98.0505,36.7581,5,1354,1,-181343.966624841,1525609.52704337,0,16297713.5999999,-21804686.4000001
usc000rrs3,2014-07-08T17:41:50.900Z,2.9,reviewed,"11 km SSW of Wilson, Oklahoma",-97.4709,34.0652,5,668,0,-134754.326357086,1223306.27917846,0,16306910.9000001,-21795489.0999999
usb000rr2b,2014-07-08T19:17:26.600Z,2.9,reviewed,"1 km N of Jones, Oklahoma",-97.2831,35.5821,4.395,1056,1,-115259.493452955,1392725.54831759,0,16312646.5999999,-21789753.4000001
usb000rr53,2014-07-09T00:14:35.200Z,2.9,reviewed,Oklahoma,-97.4892,34.0663,5,668,0,-136428.790887218,1223455.31858442,0,16330475.2,-21771924.8
usb000rr5h,2014-07-09T02:10:04.440Z,3,reviewed,"8 km ENE of Bluff City, Kansas",-97.7864,37.1046,3.43,1398,0,-157260.456126192,1563954.87021997,0,16337404.4400001,-21764995.5599999
usb000rr8e,2014-07-09T04:25:13.800Z,2.5,reviewed,"11 km SSW of Wilson, Oklahoma",-97.4796,34.0708,7.977,668,0,-135541.555343954,1223944.47577919,0,16345513.8,-21756886.2
usb000rr8s,2014-07-09T07:11:07.200Z,2.7,reviewed,"4 km NNW of Meridian, Oklahoma",-97.2638,35.8823,4.667,1142,1,-113078.944373857,1426309.64947774,0,16355467.2,-21746932.8
usb000rrac,2014-07-09T16:25:26.500Z,2.5,reviewed,"4 km NNW of Meridian, Oklahoma",-97.2657,35.8824,5.151,1142,1,-113248.788363065,1426323.10827584,0,16388726.5,-21713673.5
usb000rrg5,2014-07-10T02:04:56.680Z,2.5,reviewed,"4 km ENE of Milan, Kansas",-97.6271,37.2675,10.73,1442,0,-142925.865767875,1581954.54446167,0,16423496.6800001,-21678903.3199999
usb000rril,2014-07-10T04:05:43.400Z,2.5,reviewed,"9 km NW of Prague, Oklahoma",-96.7644,35.5377,5,1058,1,-68706.5541927138,1387253.45983243,0,16430743.4000001,-21671656.5999999
usb000rrh4,2014-07-10T05:35:46.700Z,2.6,reviewed,"4 km WSW of Wakita, Oklahoma",-97.9747,36.8699,5.482,1354,1,-174381.022115639,1537990.82767845,0,16436146.7,-21666253.3
usb000rrjp,2014-07-10T08:42:53.300Z,2.6,reviewed,"6 km W of Orlando, Oklahoma",-97.455,36.1485,5.171,1184,1,-129728.993200682,1456361.02625164,0,16447373.3,-21655026.7
usb000rri4,2014-07-10T09:36:49.600Z,2.9,reviewed,"5 km N of Cherokee, Oklahoma",-98.3612,36.8061,3.709,1352,0,-208683.047617312,1531623.45222646,0,16450609.5999999,-21651790.4000001
usb000rs01,2014-07-11T12:17:05.500Z,3.4,reviewed,"1 km NNW of Kremlin, Oklahoma",-97.8367,36.56,6.398,1269,0,-162867.119609868,1503033.81650367,0,16546625.5,-21555774.5
usb000rs1d,2014-07-11T14:11:30.600Z,2.8,reviewed,"3 km ESE of Covington, Oklahoma",-97.5448,36.2956,5,1227,1,-137467.150721201,1472960.45950382,0,16553490.5999999,-21548909.4000001
usb000rs6v,2014-07-11T20:47:03.100Z,2.6,reviewed,"1 km NNE of Jones, Oklahoma",-97.2812,35.5802,4.737,1056,1,-115091.696255023,1392510.56787429,0,16577223.0999999,-21525176.9000001
usb000rs78,2014-07-11T21:02:27.800Z,2.5,reviewed,"7 km E of Pond Creek, Oklahoma",-97.7229,36.6774,5.238,1312,1,-152538.760167893,1515994.70145086,0,16578147.8,-21524252.2
usb000rsc9,2014-07-12T11:27:26.400Z,3.2,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3124,35.8628,5,1142,1,-117457.327343278,1424185.34042982,0,16630046.4000001,-21472353.5999999
usb000rsd2,2014-07-12T14:38:56.010Z,2.7,reviewed,"12 km S of Mayfield, Kansas",-97.5295,37.1451,5,1442,0,-134574.102128115,1568097.95868698,0,16641536.01,-21460863.99
usb000rsee,2014-07-12T16:47:16.900Z,2.9,reviewed,"7 km WNW of Meridian, Oklahoma",-97.3217,35.8653,4.001,1142,1,-118285.713286549,1424476.77716443,0,16649236.9000001,-21453163.0999999
usb000rsdy,2014-07-12T17:11:46.700Z,4,reviewed,"7 km WNW of Meridian, Oklahoma",-97.321,35.8637,4.047,1142,1,-118225.560970088,1424296.76903303,0,16650706.7,-21451693.3
usb000rseb,2014-07-12T17:34:27.600Z,3.1,reviewed,"7 km WNW of Meridian, Oklahoma",-97.3253,35.858,4.997,1099,1,-118619.273565845,1423663.95345303,0,16652067.5999999,-21450332.4000001
usb000rtsh,2014-07-12T21:50:59.600Z,2.5,reviewed,"7 km WNW of Meridian, Oklahoma",-97.3177,35.8779,5,1142,1,-117908.193994488,1425882.51892789,0,16667459.5999999,-21434940.4000001
usb000rtef,2014-07-12T23:58:11.500Z,2.6,reviewed,"5 km ESE of Orlando, Oklahoma",-97.3193,36.1241,2.019,1185,1,-117668.621982837,1453452.03644195,0,16675091.5,-21427308.5
usb000rsik,2014-07-13T00:57:56.900Z,2.6,reviewed,"6 km WNW of Meridian, Oklahoma",-97.304,35.8722,5.42,1142,1,-116691.148583564,1425227.42699836,0,16678676.9000001,-21423723.0999999
usb000rsvf,2014-07-13T01:47:19.300Z,2.6,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3129,35.8649,3.444,1142,1,-117498.825158265,1424421.07611566,0,16681639.3,-21420760.7
usb000rsim,2014-07-13T01:57:44.600Z,2.9,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3119,35.8713,5,1142,1,-117399.442838377,1425136.39147362,0,16682264.5999999,-21420135.4000001
usb000rsiq,2014-07-13T02:08:22.600Z,2.7,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3069,35.8695,5,1142,1,-116954.802212309,1424928.69593294,0,16682902.5999999,-21419497.4000001
usb000rttl,2014-07-13T02:38:32.400Z,2.8,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3114,35.8713,4.625,1142,1,-117354.701627361,1425135.77391538,0,16684712.4000001,-21417687.5999999
usb000rttw,2014-07-13T03:06:40.700Z,2.6,reviewed,"6 km NW of Meridian, Oklahoma",-97.3029,35.8748,2.63,1142,1,-116588.727746106,1425517.17742524,0,16686400.7,-21415999.3
usb000rsjp,2014-07-13T05:20:49.600Z,2.8,reviewed,"3 km N of Harrah, Oklahoma",-97.1556,35.5244,6.005,1057,1,-103885.441919291,1386119.95093894,0,16694449.5999999,-21407950.4000001
usb000rsk5,2014-07-13T07:03:54.100Z,2.9,reviewed,"1 km NE of Jones, Oklahoma",-97.2783,35.5765,4.355,1056,1,-114836.77284309,1392092.89860131,0,16700634.0999999,-21401765.9000001
usb000rsv2,2014-07-13T11:34:50.500Z,2.7,reviewed,"5 km ESE of Morrison, Oklahoma",-96.9546,36.2848,5,1230,1,-84961.4739235079,1471060.20606723,0,16716890.5,-21385509.5
usb000rsus,2014-07-13T11:55:03.800Z,2.5,reviewed,"3 km N of Harrah, Oklahoma",-97.1566,35.52,6.722,1057,1,-103981.32915171,1385628.54420123,0,16718103.8,-21384296.2
usb000rsm3,2014-07-13T14:39:26.500Z,2.8,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3158,35.8667,4.818,1142,1,-117755.55545241,1424626.19520674,0,16727966.5,-21374433.5
usb000rsm4,2014-07-13T14:51:02.200Z,3,reviewed,"7 km WNW of Meridian, Oklahoma",-97.3237,35.8588,4.825,1099,1,-118474.829230554,1423751.52564558,0,16728662.2,-21373737.8
usb000rssq,2014-07-13T21:18:36.400Z,2.5,reviewed,"5 km ESE of Orlando, Oklahoma",-97.3215,36.1229,5,1185,1,-117866.69651172,1453320.38438614,0,16751916.4000001,-21350483.5999999
usb000rsqp,2014-07-14T06:35:18.200Z,2.5,reviewed,"8 km W of Jefferson, Oklahoma",-97.8847,36.714,5,1311,1,-166780.782035908,1520366.17658417,0,16785318.2,-21317081.8
usb000rsqv,2014-07-14T07:15:51.100Z,3.9,reviewed,"8 km W of Jefferson, Oklahoma",-97.888,36.713,5,1311,1,-167074.992681935,1520259.96183428,0,16787751.0999999,-21314648.9000001
usb000rsrv,2014-07-14T10:19:01.300Z,2.7,reviewed,"0 km S of Arcadia, Oklahoma",-97.3269,35.6615,14.438,1056,1,-119069.643114045,1401667.51395609,0,16798741.3,-21303658.7
usb000rsws,2014-07-14T11:06:14.200Z,2.7,reviewed,"8 km W of Jefferson, Oklahoma",-97.8804,36.7211,5,1311,1,-166384.578229848,1521153.92152495,0,16801574.2,-21300825.8
usb000rstu,2014-07-14T16:01:35.400Z,2.5,reviewed,"7 km S of Guthrie, Oklahoma",-97.4151,35.8161,4.261,1098,1,-126725.988665006,1419088.85194111,0,16819295.4000001,-21283104.5999999
usb000rsug,2014-07-14T16:50:14.400Z,3.3,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3092,35.8721,5.117,1142,1,-117156.6062557,1425222.62864904,0,16822214.4000001,-21280185.5999999
usb000rtep,2014-07-14T22:24:16.900Z,2.5,reviewed,"9 km NNE of Nash, Oklahoma",-98.0144,36.7477,5,1354,1,-178176.500799351,1524376.33764337,0,16842256.9000001,-21260143.0999999
usb000rtei,2014-07-14T23:37:46.700Z,2.5,reviewed,"6 km WNW of Meridian, Oklahoma",-97.3072,35.8702,4.654,1142,1,-116980.569489895,1425007.43813285,0,16846666.7,-21255733.3
usb000rten,2014-07-15T00:45:05Z,2.5,reviewed,"7 km WNW of Meridian, OK",-97.3135,35.8671,4.768,1142,1,-117549.114480527,1424668.13217299,0,16850705,-21251695
usb000rt1u,2014-07-15T07:19:17.300Z,3.5,reviewed,"3 km NNE of Harrah, Oklahoma",-97.1543,35.524,6.546,1057,1,-103769.124892881,1386073.75779412,0,16874357.3,-21228042.7
usb000rt2i,2014-07-15T09:08:40.900Z,3.9,reviewed,"3 km N of Harrah, Oklahoma",-97.1588,35.5243,6.653,1057,1,-104173.235871954,1386112.26065098,0,16880920.9000001,-21221479.0999999
usb000rt3f,2014-07-15T10:47:53.900Z,3,reviewed,"5 km NE of Jefferson, Oklahoma",-97.7474,36.7496,4.844,1312,1,-154558.928042389,1524121.74564126,0,16886873.9000001,-21215526.0999999
usb000rtdv,2014-07-15T13:51:15.500Z,2.7,reviewed,"4 km ESE of Jones, Oklahoma",-97.2421,35.5478,6.093,1056,1,-111626.904679766,1388837.25517113,0,16897875.5,-21204524.5
usb000rteu,2014-07-15T23:28:47.500Z,2.7,reviewed,"3 km NNW of Mulhall, Oklahoma",-97.4259,36.097,5,1184,1,-127221.145548376,1450554.72398458,0,16932527.5,-21169872.5
usb000rtek,2014-07-15T23:47:20.200Z,2.6,reviewed,"5 km E of Perkins, Oklahoma",-96.969,35.9707,5,1143,1,-86601.7348874745,1435898.01249471,0,16933640.2,-21168759.8
usb000rtbw,2014-07-16T02:36:10.100Z,2.5,reviewed,"6 km NNW of Orlando, Oklahoma",-97.4064,36.1995,5,1184,1,-125311.572646712,1462006.99552166,0,16943770.0999999,-21158629.9000001
usb000rtc0,2014-07-16T02:54:17.300Z,2.8,reviewed,"6 km N of Luther, Oklahoma",-97.2029,35.7161,4.588,1099,1,-107865.730929245,1407631.71109246,0,16944857.3,-21157542.7
usb000rtcm,2014-07-16T05:51:15.900Z,2.8,reviewed,"7 km NNW of Hunter, Oklahoma",-97.6864,36.6319,5,1312,1,-149397.986983149,1510840.18255741,0,16955475.9000001,-21146924.0999999
usb000rtim,2014-07-16T08:58:58.300Z,2.7,reviewed,"6 km ESE of Wakita, Oklahoma",-97.8552,36.8539,5,1355,1,-163864.640930613,1535985.85810431,0,16966738.3,-21135661.7
usb000rtd2,2014-07-16T09:18:05.900Z,2.5,reviewed,"6 km ESE of Medford, Oklahoma",-97.6662,36.7946,5.195,1355,1,-147289.087074457,1529033.63203481,0,16967885.9000001,-21134514.0999999
usb000rtjj,2014-07-16T23:02:13.500Z,2.8,reviewed,"3 km N of Harrah, Oklahoma",-97.1556,35.5236,6.76,1057,1,-103886.530844818,1386030.4052683,0,17017333.5,-21085066.5
usb000rtjn,2014-07-16T23:35:58.100Z,2.6,reviewed,"1 km NNE of Jones, Oklahoma",-97.2789,35.5787,4.68,1056,1,-114887.356724526,1392339.88160608,0,17019358.0999999,-21083041.9000001
usb000rtk5,2014-07-17T00:09:58.600Z,2.6,reviewed,"7 km WNW of Meridian, Oklahoma",-97.3224,35.8602,5,1099,1,-118356.301871458,1423906.65008912,0,17021398.5999999,-21081001.4000001
